MENLEX_ID	MENLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
175	tomografia computada per emissió de fotó simple miocardíaca sincronitzada després d'una estimulació fisiològica ||| SPECT miocardíaca sincronitzada de perfusió després d'una estimulació fisiològica	ca	01012021		tomografia computada per emissió de fotó simple miocardíaca sincronitzada després d'una estimulació fisiològica ||| SPECT miocardíaca sincronitzada de perfusió després d'una estimulació fisiològica			tomografia computada per emissió de fotó simple miocardíaca sincronitzada després d'una estimulació fisiològica	SPECT miocardíaca sincronitzada de perfusió després d'una estimulació fisiològica
176	tomografia computada per emissió de fotó simple oncològica amb citrat de ⁶⁷Ga ||| SPECT oncològica amb citrat de ⁶⁷Ga	ca	01012021		tomografia computada per emissió de fotó simple oncològica amb citrat de ⁶⁷Ga ||| SPECT oncològica amb citrat de ⁶⁷Ga			tomografia computada per emissió de fotó simple oncològica amb citrat de ⁶⁷Ga	SPECT oncològica amb citrat de ⁶⁷Ga
177	tomografia computada per emissió de fotó simple òssia ||| SPECT òssia	ca	01012021		tomografia computada per emissió de fotó simple òssia ||| SPECT òssia			tomografia computada per emissió de fotó simple òssia	SPECT òssia
178	tomografia computada per emissió de fotó simple pulmonar dels receptors de la somatostatina ||| SPECT pulmonar dels receptors de la somatostatina	ca	01012021		tomografia computada per emissió de fotó simple pulmonar dels receptors de la somatostatina ||| SPECT pulmonar dels receptors de la somatostatina			tomografia computada per emissió de fotó simple pulmonar dels receptors de la somatostatina	SPECT pulmonar dels receptors de la somatostatina
179	tomografia computada per emissió de fotó simple renal ||| SPECT renal	ca	01012021		tomografia computada per emissió de fotó simple renal ||| SPECT renal			tomografia computada per emissió de fotó simple renal	SPECT renal
180	tomografia computada per emissió de fotó simple sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (adenosina) ||| SPECT sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)	ca	01012021		tomografia computada per emissió de fotó simple sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (adenosina) ||| SPECT sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)			tomografia computada per emissió de fotó simple sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)	SPECT sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (adenosina)
181	tomografia computada per emissió de fotó simple sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole) ||| SPECT sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)	ca	01012021		tomografia computada per emissió de fotó simple sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole) ||| SPECT sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)			tomografia computada per emissió de fotó simple sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)	SPECT sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dipiridamole)
182	tomografia computada per emissió de fotó simple sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina) ||| SPECT sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)	ca	01012021		tomografia computada per emissió de fotó simple sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina) ||| SPECT sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)			tomografia computada per emissió de fotó simple sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)	SPECT sincronitzada miocardíaca de perfusió després d'una intervenció farmacològica (dobutamina)
183	tomografia computada per emissió de fotó simple toràcica amb citrat de ⁶⁷Ga ||| SPECT toràcica amb citrat de  ⁶⁷Ga	ca	01012021		tomografia computada per emissió de fotó simple toràcica amb citrat de ⁶⁷Ga ||| SPECT toràcica amb citrat de  ⁶⁷Ga			tomografia computada per emissió de fotó simple toràcica amb citrat de ⁶⁷Ga	SPECT toràcica amb citrat de  ⁶⁷Ga
184	tomografia computada per emissió de fotó simple ventricular sincronitzada ||| SPECT ventricular sincronitzada	ca	01012021		tomografia computada per emissió de fotó simple ventricular sincronitzada ||| SPECT ventricular sincronitzada			tomografia computada per emissió de fotó simple ventricular sincronitzada	SPECT ventricular sincronitzada
185	tomografia per emissió de positrons / ressonància magnètica cardíaca amb ¹⁸F-fluorodesoxiglucosa ||| PET/RM cardíaca amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons / ressonància magnètica cardíaca amb ¹⁸F-fluorodesoxiglucosa ||| PET/RM cardíaca amb ¹⁸F-FDG			tomografia per emissió de positrons / ressonància magnètica cardíaca amb ¹⁸F-fluorodesoxiglucosa	PET/RM cardíaca amb ¹⁸F-FDG
186	tomografia per emissió de positrons / ressonància magnètica cerebral amb ¹⁸F-fluorodesoxiglucosa ||| PET/RM cerebral amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons / ressonància magnètica cerebral amb ¹⁸F-fluorodesoxiglucosa ||| PET/RM cerebral amb ¹⁸F-FDG			tomografia per emissió de positrons / ressonància magnètica cerebral amb ¹⁸F-fluorodesoxiglucosa	PET/RM cerebral amb ¹⁸F-FDG
187	tomografia per emissió de positrons / ressonància magnètica de cos sencer amb ¹⁸F-fluorodesoxiglucosa ||| PET/RM de cos sencer amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons / ressonància magnètica de cos sencer amb ¹⁸F-fluorodesoxiglucosa ||| PET/RM de cos sencer amb ¹⁸F-FDG			tomografia per emissió de positrons / ressonància magnètica de cos sencer amb ¹⁸F-fluorodesoxiglucosa	PET/RM de cos sencer amb ¹⁸F-FDG
188	tomografia per emissió de positrons / tomografia computada amb¹¹C-acetat ||| PET/TAC amb ¹¹C-acetat ||| PET/TC amb ¹¹C-acetat	ca	01012021		tomografia per emissió de positrons / tomografia computada amb¹¹C-acetat ||| PET/TAC amb ¹¹C-acetat ||| PET/TC amb ¹¹C-acetat			tomografia per emissió de positrons / tomografia computada amb¹¹C-acetat	PET/TAC amb ¹¹C-acetat ||| PET/TC amb ¹¹C-acetat
189	tomografia per emissió de positrons / tomografia computada cerebral amb ¹¹C-metionina ||| PET/TAC cerebral amb ¹¹C-metionina ||| PET/TC cerebral amb ¹¹C-metionina	ca	01012021		tomografia per emissió de positrons / tomografia computada cerebral amb ¹¹C-metionina ||| PET/TAC cerebral amb ¹¹C-metionina ||| PET/TC cerebral amb ¹¹C-metionina			tomografia per emissió de positrons / tomografia computada cerebral amb ¹¹C-metionina	PET/TAC cerebral amb ¹¹C-metionina ||| PET/TC cerebral amb ¹¹C-metionina
190	tomografia per emissió de positrons / tomografia computada cerebral amb ¹⁸F-dihidroxifenilalanina ||| PET/TAC cerebral amb ¹⁸F-DOPA ||| PET/TC cerebral amb  ¹⁸F-DOPA	ca	01012021		tomografia per emissió de positrons / tomografia computada cerebral amb ¹⁸F-dihidroxifenilalanina ||| PET/TAC cerebral amb ¹⁸F-DOPA ||| PET/TC cerebral amb  ¹⁸F-DOPA			tomografia per emissió de positrons / tomografia computada cerebral amb ¹⁸F-dihidroxifenilalanina	PET/TAC cerebral amb ¹⁸F-DOPA ||| PET/TC cerebral amb  ¹⁸F-DOPA
191	tomografia per emissió de positrons / tomografia computada cerebral amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC cerebral amb ¹⁸F-FDG ||| PET/TC cerebral amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons / tomografia computada cerebral amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC cerebral amb ¹⁸F-FDG ||| PET/TC cerebral amb ¹⁸F-FDG			tomografia per emissió de positrons / tomografia computada cerebral amb ¹⁸F-fluorodesoxiglucosa	PET/TAC cerebral amb ¹⁸F-FDG ||| PET/TC cerebral amb ¹⁸F-FDG
192	tomografia per emissió de positrons / tomografia computada cerebral amb ¹⁸F-fluoroetiltirosina ||| PET/TAC cerebral amb ¹⁸F-FET ||| PET/TC cerebral amb ¹⁸F-FET	ca	01012021		tomografia per emissió de positrons / tomografia computada cerebral amb ¹⁸F-fluoroetiltirosina ||| PET/TAC cerebral amb ¹⁸F-FET ||| PET/TC cerebral amb ¹⁸F-FET			tomografia per emissió de positrons / tomografia computada cerebral amb ¹⁸F-fluoroetiltirosina	PET/TAC cerebral amb ¹⁸F-FET ||| PET/TC cerebral amb ¹⁸F-FET
193	tomografia per emissió de positrons / tomografia computada cerebral de perfusió ||| PET/TAC cerebral de perfusió ||| PET/TC cerebral de perfusió	ca	01012021		tomografia per emissió de positrons / tomografia computada cerebral de perfusió ||| PET/TAC cerebral de perfusió ||| PET/TC cerebral de perfusió			tomografia per emissió de positrons / tomografia computada cerebral de perfusió	PET/TAC cerebral de perfusió ||| PET/TC cerebral de perfusió
194	tomografia per emissió de positrons / tomografia computada cerebral dels neuroreceptors ||| PET/TAC cerebral dels neuroreceptors ||| PET/TC cerebral dels neuroreceptors	ca	01012021		tomografia per emissió de positrons / tomografia computada cerebral dels neuroreceptors ||| PET/TAC cerebral dels neuroreceptors ||| PET/TC cerebral dels neuroreceptors			tomografia per emissió de positrons / tomografia computada cerebral dels neuroreceptors	PET/TAC cerebral dels neuroreceptors ||| PET/TC cerebral dels neuroreceptors
195	tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹¹C-metionina ||| PET/TAC de cos sencer amb ¹¹C-metionina ||| PET/TC de cos sencer amb ¹¹C-metionina	ca	01012021		tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹¹C-metionina ||| PET/TAC de cos sencer amb ¹¹C-metionina ||| PET/TC de cos sencer amb ¹¹C-metionina			tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹¹C-metionina	PET/TAC de cos sencer amb ¹¹C-metionina ||| PET/TC de cos sencer amb ¹¹C-metionina
196	tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-colina ||| PET/TAC de cos sencer amb ¹⁸F-colina ||| PET/TC de cos sencer amb ¹⁸F-colina	ca	01012021		tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-colina ||| PET/TAC de cos sencer amb ¹⁸F-colina ||| PET/TC de cos sencer amb ¹⁸F-colina			tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-colina	PET/TAC de cos sencer amb ¹⁸F-colina ||| PET/TC de cos sencer amb ¹⁸F-colina
197	tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-dihidroxifenilalanina ||| PET/TAC de cos sencer amb ¹⁸F-DOPA ||| PET/TC de cos sencer amb ¹⁸F-DOPA	ca	01012021		tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-dihidroxifenilalanina ||| PET/TAC de cos sencer amb ¹⁸F-DOPA ||| PET/TC de cos sencer amb ¹⁸F-DOPA			tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-dihidroxifenilalanina	PET/TAC de cos sencer amb ¹⁸F-DOPA ||| PET/TC de cos sencer amb ¹⁸F-DOPA
198	tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-fluorodesoxiglucosa en hematologia ||| PET/TAC de cos sencer amb ¹⁸F-FDG en hematologia ||| PET/TC de cos sencer amb ¹⁸F-FDG en hematologia	ca	01012021		tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-fluorodesoxiglucosa en hematologia ||| PET/TAC de cos sencer amb ¹⁸F-FDG en hematologia ||| PET/TC de cos sencer amb ¹⁸F-FDG en hematologia			tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-fluorodesoxiglucosa en hematologia	PET/TAC de cos sencer amb ¹⁸F-FDG en hematologia ||| PET/TC de cos sencer amb ¹⁸F-FDG en hematologia
199	tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-fluorodesoxiglucosa en infecció ||| PET/TAC de cos sencer amb ¹⁸F-FDG en infecció ||| PET/TC de cos sencer amb ¹⁸F-FDG en infecció	ca	01012021		tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-fluorodesoxiglucosa en infecció ||| PET/TAC de cos sencer amb ¹⁸F-FDG en infecció ||| PET/TC de cos sencer amb ¹⁸F-FDG en infecció			tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-fluorodesoxiglucosa en infecció	PET/TAC de cos sencer amb ¹⁸F-FDG en infecció ||| PET/TC de cos sencer amb ¹⁸F-FDG en infecció
200	tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-fluorodesoxiglucosa en tumors endocrins ||| PET/TAC de cos sencer amb ¹⁸F-FDG en tumors endocrins ||| PET/TC de cos sencer amb ¹⁸F-FDG en tumors endocrins	ca	01012021		tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-fluorodesoxiglucosa en tumors endocrins ||| PET/TAC de cos sencer amb ¹⁸F-FDG en tumors endocrins ||| PET/TC de cos sencer amb ¹⁸F-FDG en tumors endocrins			tomografia per emissió de positrons / tomografia computada de cos sencer amb ¹⁸F-fluorodesoxiglucosa en tumors endocrins	PET/TAC de cos sencer amb ¹⁸F-FDG en tumors endocrins ||| PET/TC de cos sencer amb ¹⁸F-FDG en tumors endocrins
201	tomografia per emissió de positrons / tomografia computada de cos sencer amb ⁶⁸Ga-DOTATOC ||| tomografia per emissió de positrons / tomografia computada de cos sencer amb ⁶⁸Ga-edotreotida ||| PET/TAC de cos sencer amb ⁶⁸Ga-DOTATOC ||| PET/TAC de cos sencer amb ⁶⁸Ga-edotreotida ||| PET/TC de cos sencer amb ⁶⁸Ga-DOTATOC ||| PET/TC de cos sencer amb ⁶⁸Ga-edotreotida	ca	01012021		tomografia per emissió de positrons / tomografia computada de cos sencer amb ⁶⁸Ga-DOTATOC ||| tomografia per emissió de positrons / tomografia computada de cos sencer amb ⁶⁸Ga-edotreotida ||| PET/TAC de cos sencer amb ⁶⁸Ga-DOTATOC ||| PET/TAC de cos sencer amb ⁶⁸Ga-edotreotida ||| PET/TC de cos sencer amb ⁶⁸Ga-DOTATOC ||| PET/TC de cos sencer amb ⁶⁸Ga-edotreotida			tomografia per emissió de positrons / tomografia computada de cos sencer amb ⁶⁸Ga-DOTATOC	tomografia per emissió de positrons / tomografia computada de cos sencer amb ⁶⁸Ga-edotreotida ||| PET/TAC de cos sencer amb ⁶⁸Ga-DOTATOC ||| PET/TAC de cos sencer amb ⁶⁸Ga-edotreotida ||| PET/TC de cos sencer amb ⁶⁸Ga-DOTATOC ||| PET/TC de cos sencer amb ⁶⁸Ga-edotreotida
202	tomografia per emissió de positrons / tomografia computada miocardíaca amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC miocardíaca amb ¹⁸F-FDG ||| PET/TC miocardíaca amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons / tomografia computada miocardíaca amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC miocardíaca amb ¹⁸F-FDG ||| PET/TC miocardíaca amb ¹⁸F-FDG			tomografia per emissió de positrons / tomografia computada miocardíaca amb ¹⁸F-fluorodesoxiglucosa	PET/TAC miocardíaca amb ¹⁸F-FDG ||| PET/TC miocardíaca amb ¹⁸F-FDG
203	tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ¹³N-amoni (d'esforç) ||| PET/TAC miocardíaca de flux sanguini amb ¹³N-amoni (d'esforç) ||| PET/TC miocardíaca de flux sanguini amb ¹³N-amoni (d'esforç)	ca	01012021		tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ¹³N-amoni (d'esforç) ||| PET/TAC miocardíaca de flux sanguini amb ¹³N-amoni (d'esforç) ||| PET/TC miocardíaca de flux sanguini amb ¹³N-amoni (d'esforç)			tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ¹³N-amoni (d'esforç)	PET/TAC miocardíaca de flux sanguini amb ¹³N-amoni (d'esforç) ||| PET/TC miocardíaca de flux sanguini amb ¹³N-amoni (d'esforç)
204	tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ¹³N-amoni (en repòs) ||| PET/TAC miocardíaca de flux sanguini amb ¹³N-amoni (en repòs) ||| PET/TC miocardíaca de flux sanguini amb ¹³N-amoni (en repòs)	ca	01012021		tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ¹³N-amoni (en repòs) ||| PET/TAC miocardíaca de flux sanguini amb ¹³N-amoni (en repòs) ||| PET/TC miocardíaca de flux sanguini amb ¹³N-amoni (en repòs)			tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ¹³N-amoni (en repòs)	PET/TAC miocardíaca de flux sanguini amb ¹³N-amoni (en repòs) ||| PET/TC miocardíaca de flux sanguini amb ¹³N-amoni (en repòs)
205	tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ⁸²Rb (d'esforç) ||| PET/TAC miocardíaca de flux sanguini amb ⁸²Rb (d'esforç) ||| PET/TC miocardíaca de flux sanguini amb ⁸²Rb (d'esforç)	ca	01012021		tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ⁸²Rb (d'esforç) ||| PET/TAC miocardíaca de flux sanguini amb ⁸²Rb (d'esforç) ||| PET/TC miocardíaca de flux sanguini amb ⁸²Rb (d'esforç)			tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ⁸²Rb (d'esforç)	PET/TAC miocardíaca de flux sanguini amb ⁸²Rb (d'esforç) ||| PET/TC miocardíaca de flux sanguini amb ⁸²Rb (d'esforç)
206	tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ⁸²Rb (en repòs) ||| PET/TAC miocardíaca de flux sanguini amb ⁸²Rb (en repòs) ||| PET/TC miocardíaca de flux sanguini amb ⁸²Rb (en repòs)	ca	01012021		tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ⁸²Rb (en repòs) ||| PET/TAC miocardíaca de flux sanguini amb ⁸²Rb (en repòs) ||| PET/TC miocardíaca de flux sanguini amb ⁸²Rb (en repòs)			tomografia per emissió de positrons / tomografia computada miocardíaca de flux sanguini amb ⁸²Rb (en repòs)	PET/TAC miocardíaca de flux sanguini amb ⁸²Rb (en repòs) ||| PET/TC miocardíaca de flux sanguini amb ⁸²Rb (en repòs)
207	tomografia per emissió de positrons / tomografia computada oncològica amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC oncològica amb ¹⁸F-FDG ||| PET/TC oncològica amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons / tomografia computada oncològica amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC oncològica amb ¹⁸F-FDG ||| PET/TC oncològica amb ¹⁸F-FDG			tomografia per emissió de positrons / tomografia computada oncològica amb ¹⁸F-fluorodesoxiglucosa	PET/TAC oncològica amb ¹⁸F-FDG ||| PET/TC oncològica amb ¹⁸F-FDG
208	tomografia per emissió de positrons / tomografia computada òssia amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC òssia amb ¹⁸F-FDG ||| PET/TC òssia amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons / tomografia computada òssia amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC òssia amb ¹⁸F-FDG ||| PET/TC òssia amb ¹⁸F-FDG			tomografia per emissió de positrons / tomografia computada òssia amb ¹⁸F-fluorodesoxiglucosa	PET/TAC òssia amb ¹⁸F-FDG ||| PET/TC òssia amb ¹⁸F-FDG
209	tomografia per emissió de positrons / tomografia computada pulmonar amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC pulmonar amb ¹⁸F-FDG ||| PET/TC pulmonar amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons / tomografia computada pulmonar amb ¹⁸F-fluorodesoxiglucosa ||| PET/TAC pulmonar amb ¹⁸F-FDG ||| PET/TC pulmonar amb ¹⁸F-FDG			tomografia per emissió de positrons / tomografia computada pulmonar amb ¹⁸F-fluorodesoxiglucosa	PET/TAC pulmonar amb ¹⁸F-FDG ||| PET/TC pulmonar amb ¹⁸F-FDG
210	tomografia per emissió de positrons amb ¹¹C-acetat ||| PET amb ¹¹C-acetat	ca	01012021		tomografia per emissió de positrons amb ¹¹C-acetat ||| PET amb ¹¹C-acetat			tomografia per emissió de positrons amb ¹¹C-acetat	PET amb ¹¹C-acetat
211	tomografia per emissió de positrons cerebral amb ¹¹C-metionina ||| PET cerebral amb ¹¹C-metionina	ca	01012021		tomografia per emissió de positrons cerebral amb ¹¹C-metionina ||| PET cerebral amb ¹¹C-metionina			tomografia per emissió de positrons cerebral amb ¹¹C-metionina	PET cerebral amb ¹¹C-metionina
212	tomografia per emissió de positrons cerebral amb ¹⁸F-dihidroxifenilalanina ||| PET cerebral amb ¹⁸F-DOPA	ca	01012021		tomografia per emissió de positrons cerebral amb ¹⁸F-dihidroxifenilalanina ||| PET cerebral amb ¹⁸F-DOPA			tomografia per emissió de positrons cerebral amb ¹⁸F-dihidroxifenilalanina	PET cerebral amb ¹⁸F-DOPA
213	tomografia per emissió de positrons cerebral amb ¹⁸F-fluorodesoxiglucosa ||| PET cerebral amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons cerebral amb ¹⁸F-fluorodesoxiglucosa ||| PET cerebral amb ¹⁸F-FDG			tomografia per emissió de positrons cerebral amb ¹⁸F-fluorodesoxiglucosa	PET cerebral amb ¹⁸F-FDG
214	tomografia per emissió de positrons cerebral amb  ¹⁸F-fluoroetiltirosina ||| PET cerebral amb  ¹⁸F-FET	ca	01012021		tomografia per emissió de positrons cerebral amb  ¹⁸F-fluoroetiltirosina ||| PET cerebral amb  ¹⁸F-FET			tomografia per emissió de positrons cerebral amb  ¹⁸F-fluoroetiltirosina	PET cerebral amb  ¹⁸F-FET
215	tomografia per emissió de positrons cerebral de perfusió ||| PET cerebral de perfusió	ca	01012021		tomografia per emissió de positrons cerebral de perfusió ||| PET cerebral de perfusió			tomografia per emissió de positrons cerebral de perfusió	PET cerebral de perfusió
216	tomografia per emissió de positrons cerebral dels neuroreceptors ||| PET cerebral dels neuroreceptors	ca	01012021		tomografia per emissió de positrons cerebral dels neuroreceptors ||| PET cerebral dels neuroreceptors			tomografia per emissió de positrons cerebral dels neuroreceptors	PET cerebral dels neuroreceptors
217	tomografia per emissió de positrons de cos sencer amb ¹⁸F-fluorodesoxiglucosa en hematologia ||| PET de cos sencer amb ¹⁸F-FDG en hematologia	ca	01012021		tomografia per emissió de positrons de cos sencer amb ¹⁸F-fluorodesoxiglucosa en hematologia ||| PET de cos sencer amb ¹⁸F-FDG en hematologia			tomografia per emissió de positrons de cos sencer amb ¹⁸F-fluorodesoxiglucosa en hematologia	PET de cos sencer amb ¹⁸F-FDG en hematologia
218	tomografia per emissió de positrons de cos sencer amb ¹⁸F-fluorodesoxiglucosa en infecció ||| PET de cos sencer amb ¹⁸F-FDG en infecció	ca	01012021		tomografia per emissió de positrons de cos sencer amb ¹⁸F-fluorodesoxiglucosa en infecció ||| PET de cos sencer amb ¹⁸F-FDG en infecció			tomografia per emissió de positrons de cos sencer amb ¹⁸F-fluorodesoxiglucosa en infecció	PET de cos sencer amb ¹⁸F-FDG en infecció
219	tomografia per emissió de positrons de cos sencer amb ¹⁸F-fluorodesoxiglucosa en tumors endocrins ||| PET de cos sencer amb ¹⁸F-FDG en tumors endocrins	ca	01012021		tomografia per emissió de positrons de cos sencer amb ¹⁸F-fluorodesoxiglucosa en tumors endocrins ||| PET de cos sencer amb ¹⁸F-FDG en tumors endocrins			tomografia per emissió de positrons de cos sencer amb ¹⁸F-fluorodesoxiglucosa en tumors endocrins	PET de cos sencer amb ¹⁸F-FDG en tumors endocrins
220	tomografia per emissió de positrons miocardíaca amb ¹⁸F-fluorodesoxiglucosa ||| PET miocardíaca amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons miocardíaca amb ¹⁸F-fluorodesoxiglucosa ||| PET miocardíaca amb ¹⁸F-FDG			tomografia per emissió de positrons miocardíaca amb ¹⁸F-fluorodesoxiglucosa	PET miocardíaca amb ¹⁸F-FDG
221	tomografia per emissió de positrons miocardíaca de flux sanguini (d'esforç) ||| PET miocardíaca de flux sanguini (d'esforç)	ca	01012021		tomografia per emissió de positrons miocardíaca de flux sanguini (d'esforç) ||| PET miocardíaca de flux sanguini (d'esforç)			tomografia per emissió de positrons miocardíaca de flux sanguini (d'esforç)	PET miocardíaca de flux sanguini (d'esforç)
222	tomografia per emissió de positrons miocardíaca de flux sanguini (en repòs) ||| PET miocardíaca de flux sanguini (en repòs)	ca	01012021		tomografia per emissió de positrons miocardíaca de flux sanguini (en repòs) ||| PET miocardíaca de flux sanguini (en repòs)			tomografia per emissió de positrons miocardíaca de flux sanguini (en repòs)	PET miocardíaca de flux sanguini (en repòs)
223	tomografia per emissió de positrons miocardíaca sincronitzada amb ¹⁸F-fluorodesoxiglucosa ||| PET miocardíaca sincronitzada amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons miocardíaca sincronitzada amb ¹⁸F-fluorodesoxiglucosa ||| PET miocardíaca sincronitzada amb ¹⁸F-FDG			tomografia per emissió de positrons miocardíaca sincronitzada amb ¹⁸F-fluorodesoxiglucosa	PET miocardíaca sincronitzada amb ¹⁸F-FDG
224	tomografia per emissió de positrons miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (d'esforç) ||| PET miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (d'esforç)	ca	01012021		tomografia per emissió de positrons miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (d'esforç) ||| PET miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (d'esforç)			tomografia per emissió de positrons miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (d'esforç)	PET miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (d'esforç)
225	tomografia per emissió de positrons miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (en repòs) ||| PET miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (en repòs)	ca	01012021		tomografia per emissió de positrons miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (en repòs) ||| PET miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (en repòs)			tomografia per emissió de positrons miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (en repòs)	PET miocardíaca sincronitzada de flux sanguini amb ¹³N-amoni (en repòs)
226	tomografia per emissió de positrons oncològica amb ¹⁸F-fluorodesoxiglucosa ||| PET oncològica amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons oncològica amb ¹⁸F-fluorodesoxiglucosa ||| PET oncològica amb ¹⁸F-FDG			tomografia per emissió de positrons oncològica amb ¹⁸F-fluorodesoxiglucosa	PET oncològica amb ¹⁸F-FDG
227	tomografia per emissió de positrons òssia amb ¹⁸F-fluorodesoxiglucosa ||| PET òssia amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons òssia amb ¹⁸F-fluorodesoxiglucosa ||| PET òssia amb ¹⁸F-FDG			tomografia per emissió de positrons òssia amb ¹⁸F-fluorodesoxiglucosa	PET òssia amb ¹⁸F-FDG
228	tomografia per emissió de positrons pulmonar amb ¹⁸F-fluorodesoxiglucosa ||| PET pulmonar amb ¹⁸F-FDG	ca	01012021		tomografia per emissió de positrons pulmonar amb ¹⁸F-fluorodesoxiglucosa ||| PET pulmonar amb ¹⁸F-FDG			tomografia per emissió de positrons pulmonar amb ¹⁸F-fluorodesoxiglucosa	PET pulmonar amb ¹⁸F-FDG
229	tractament radiometabòlic de les neoplàsies diferenciades de tiroide ||| tractament radiometabòlic de les neoplàsies diferenciades tiroidals	ca	01012021		tractament radiometabòlic de les neoplàsies diferenciades de tiroide ||| tractament radiometabòlic de les neoplàsies diferenciades tiroidals			tractament radiometabòlic de les neoplàsies diferenciades de tiroide	tractament radiometabòlic de les neoplàsies diferenciades tiroidals
