COVLEX_ID	COVLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT	DEFINICIÓ	NOTES
160	gel hidroalcohòlic ||| gel antisèptic ||| gel desinfectant ||| gel higienitzant	ca	01012021		gel hidroalcohòlic ||| gel antisèptic ||| gel desinfectant ||| gel higienitzant			gel hidroalcohòlic	gel antisèptic ||| gel desinfectant ||| gel higienitzant	Gel aquós amb una elevada concentració d'alcohol que permet eliminar microorganismes patògens de les mans i de superfícies.	NOTA: El gel hidroalcohòlic és una alternativa a la higiene de mans feta amb aigua i sabó en determinades circumstàncies, com ara en l'activitat clínica o si hi ha manca d'aigua, però no la substitueix.
161	genoma	ca	01012021		genoma			genoma		Contingut total d'ADN propi del conjunt de cromosomes d'una espècie.	NOTA: Tot i que la majoria d'organismes tenen un genoma constituït per ADN, alguns virus tenen un genoma d'ARN.
162	gimsilumab	ca	01012021		gimsilumab			gimsilumab		Fàrmac immunomodulador que s'uneix al factor estimulant de colònies de granulòcits i macròfags.	NOTA: El gimsilumab és un anticòs monoclonal humanitzat que s'empra com a tractament experimental de l'asma, l'artritis reumatoide i l'esclerosi múltiple. També s'estudia com a possible tractament antineoplàstic. Se n'ha suggerit l'ús per al tractament de la COVID-19.  La denominació gimsilumab és la forma catalana corresponent a la DCI.
163	goteta respiratòria ||| gotícula respiratòria ||| gota de Flügge ||| goteta de Flügge	ca	01012021		goteta respiratòria ||| gotícula respiratòria ||| gota de Flügge ||| goteta de Flügge			goteta respiratòria	gotícula respiratòria ||| gota de Flügge ||| goteta de Flügge	Cadascuna de les petites gotes de saliva o de fluid respiratori de mida superior a 100 micròmetres que s'expulsen en tossir, esternudar, parlar o respirar, i que poden transportar gèrmens infecciosos d'un individu a un altre.	
164	grip espanyola	ca	01012021		grip espanyola			grip espanyola		Nom donat sense fonament a la pandèmia de grip que afectà Europa i Amèrica l'estiu i la tardor de 1918.	
165	grup bombolla ||| grup de convivència estable ||| bombolla ||| GCE	ca	01012021		grup bombolla ||| grup de convivència estable ||| bombolla ||| GCE			grup bombolla	grup de convivència estable ||| bombolla ||| GCE	Grup de persones que, en el context d'una pandèmia, es relacionen entre si generant un espai de confiança i seguretat.	NOTA: 1. L'organització dels contactes personals a partir de grups bombolla és una mesura de moderació social intermèdia entre l'aïllament complet i la relació interpersonal sense restriccions. NOTA: 2. La denominació grup bombolla s'usa especialment en l'àmbit educatiu per a referir-se a un grup estable d'alumnes, amb el seu tutor o tutora, en el marc del qual es produeix la socialització de les persones que l'integren.
166	grup de risc	ca	01012021		grup de risc			grup de risc		Grup de persones que, per les seves característiques biològiques, socials i econòmiques o pel seu comportament, tenen una gran probabilitat de contraure algun tipus de malaltia o de patir algun accident.	
167	guant	ca	01012021		guant			guant		Coberta de la mà o la mà i el puny i a vegades l'avantbraç que s'adapta a la forma de la mà i presenta una beina per a cada dit, o almenys per al dit gros.	
168	hepatotoxicitat	ca	01012021		hepatotoxicitat			hepatotoxicitat		Propietat d'exercir una acció tòxica sobre els hepatòcits	
169	higiene de mans ||| rentada de mans ||| rentat de mans	ca	01012021		higiene de mans ||| rentada de mans ||| rentat de mans			higiene de mans	rentada de mans ||| rentat de mans	Conjunt de normes, tècniques i hàbits d'higiene aplicat a les mans, destinat a evitar les infeccions.	NOTA: La higiene de mans és un hàbit preventiu fonamental perquè està demostrat que les mans són la via principal de transmissió dels microorganismes. En el cas dels professionals sanitaris, s'hauria de fer sempre abans i després de tocar un pacient, abans de realitzar una tècnica que requereixi asèpsia, després del risc d'exposició a fluids corporals d'un pacient i després de tenir contacte amb l'entorn del pacient.
170	hipogèusia ||| hipoestèsia gustativa	ca	01012021		hipogèusia ||| hipoestèsia gustativa			hipogèusia	hipoestèsia gustativa	Disminució de la sensibilitat gustativa.	
171	hipoòsmia ||| hipoestèsia olfactòria ||| hipoosfrèsia ||| hipòsmia	ca	01012021		hipoòsmia ||| hipoestèsia olfactòria ||| hipoosfrèsia ||| hipòsmia			hipoòsmia	hipoestèsia olfactòria ||| hipoosfrèsia ||| hipòsmia	Disòsmia consistent en una disminució de l'agudesa olfactòria.	NOTA: La disòsmia és el trastorn consistent en l'alteració qualitativa o quantitativa del sentit de l'olfacte.
172	hipoxèmia	ca	01012021		hipoxèmia			hipoxèmia		Dèficit d'oxigenació de la sang.	
173	hipòxia	ca	01012021		hipòxia			hipòxia		Disminució de la concentració d'oxigen a les cèl·lules i els teixits.	NOTA: La hipòxia pot ser deguda a múltiples causes intrínseques (per exemple, apnea del son, pneumònia o emfisema) o externes a l'organisme (per exemple, hàbit de tabaquisme, alçada o fred extrem).
174	hoste ||| hostatger	ca	01012021		hoste ||| hostatger			hoste	hostatger	Organisme que dona allotjament o nodriment o les dues coses alhora a un altre d'una altra espècie paràsita, comensal o simbiont	
175	hoste intermediari	ca	01012021		hoste intermediari			hoste intermediari		Hostatger que alberga un altre organisme durant un període de transició cap a un tercer.	
176	immunitari -ària	ca	01012021		immunitari -ària			immunitari -ària		Relatiu o pertanyent a la immunitat.	
177	immunitat	ca	01012021		immunitat			immunitat		Resistència adquirida o congènita d'un organisme enfront d'una malaltia infecciosa o d'un antigen determinat.	NOTA: La immunitat es classifica, segons l'origen, en immunitat innata, natural o congènita i immunitat adaptativa o adquirida, i, segons l'antigen o els antígens contra els quals actua, en immunitat inespecífica i immunitat específica.
178	immunitat adaptativa ||| immunitat adquirida ||| immunitat específica	ca	01012021		immunitat adaptativa ||| immunitat adquirida ||| immunitat específica			immunitat adaptativa	immunitat adquirida ||| immunitat específica	Immunitat que es fonamenta en la resposta específica del sistema immunitari enfront d'un antigen concret i el desenvolupament de memòria immunitària contra aquest antigen.	NOTA: 1. Aquest tipus d'immunitat s'anomena, en funció de l'origen, immunitat adaptativa o adquirida i, en funció de l'antigen o els antígens contra els quals actua, immunitat específica. NOTA: 2. La immunitat adaptativa genera una resposta immunitària molt més precisa i complexa que la resposta immunitària innata, i es caracteritza per l'adaptabilitat a l'antigen, l'especificitat i la memòria.
179	immunitat de grup ||| immunitat col·lectiva ||| immunitat de comunitat	ca	01012021		immunitat de grup ||| immunitat col·lectiva ||| immunitat de comunitat			immunitat de grup	immunitat col·lectiva ||| immunitat de comunitat	Immunitat específica d'un nombre prou gran de persones d'una comunitat, que disminueix el risc de contagi entre les persones susceptibles.	NOTA: 1. La immunitat de grup es basa que el risc de contagi d'una malaltia entre les persones susceptibles disminueix a mesura que augmenta el nombre de persones immunes, ja sigui per vacunació o pel contagi previ de la malaltia. NOTA: 2. La proporció de població immune que es requereix perquè funcioni la immunitat de grup depèn de l'agent infecciós, de les característiques de transmissió, de la distribució de persones immunes i persones susceptibles i d'altres factors, especialment ambiental
180	immunitat específica activa	ca	01012021		immunitat específica activa			immunitat específica activa		Immunitat adaptativa fonamentada en la resposta específica del sistema immunitari a un antigen concret amb el qual es contacta de manera intencionada o espontània.	NOTA: 1. Quan el contacte amb l'antigen és intencionat, com passaria en una vacunació, es parla de resposta immunitària específica artificial activa, mentre que, quan és espontani, com en el cas de l'entrada d'un agent infecciós a l'organisme, es parla de resposta immunitària específica natural activa. NOTA: 2. La immunitat específica activa i la immunitat específica passiva són oposades i mútuament excloents.
181	immunitat específica artificial ||| immunitat específica intencionada ||| immunitat específica provocada	ca	01012021		immunitat específica artificial ||| immunitat específica intencionada ||| immunitat específica provocada			immunitat específica artificial	immunitat específica intencionada ||| immunitat específica provocada	Immunitat adaptativa induïda per una exposició intencionada i voluntària a un determinat agent causal.	NOTA: En funció de si el sistema immunitari ha de generar una resposta o no, es parla d'immunitat específica artificial activa, quan és la entrada de l'agent infecciós qui desencadena la resposta que proporciona la immunitat, com en la vacunació, o d'immunitat específica artificial passiva, quan la immunitat es transmet directament, com en la seroteràpia.
182	immunitat específica natural ||| immunitat específica espontània ||| immunitat específica no intencionada	ca	01012021		immunitat específica natural ||| immunitat específica espontània ||| immunitat específica no intencionada			immunitat específica natural	immunitat específica espontània ||| immunitat específica no intencionada	Immunitat adaptativa induïda per una exposició no intencionada i involuntària a un determinat agent causal.	NOTA: En funció de si el sistema immunitari ha de generar una resposta o no, es parla d'immunitat específica natural activa, quan és la entrada de l'agent infecciós qui desencadena la resposta que proporciona la immunitat, o d'immunitat específica natural passiva, quan la immunitat es transmet directament de la mare al fetus per la placenta o de la mare al fill per la llet materna, sense necessitat de desencadenar una resposta.
183	immunitat específica passiva	ca	01012021		immunitat específica passiva			immunitat específica passiva		Immunitat adaptativa resultant d'una transferència immunitària.	NOTA: 1. La immunitat específica passiva pot ser intencionada (si hi ha transmissió d'anticossos d'un individu immunitzat a una persona no immunitzada) o espontània (si hi ha transmissió d'anticossos de mare a fill a través de la placenta o la llet). Quan la transferència immunitària és provocada es parla de resposta immunitària específica artificial passiva, mentre que quan no és intencionada es parla de resposta immunitària específica natural passiva. NOTA: 2. La immunitat específica passiva i la immunitat específica activa són oposades i mútuament excloents.
184	immunitat inespecífica ||| immunitat innata ||| immunitat congènita ||| immunitat natural	ca	01012021		immunitat inespecífica ||| immunitat innata ||| immunitat congènita ||| immunitat natural			immunitat inespecífica	immunitat innata ||| immunitat congènita ||| immunitat natural	Immunitat deguda al conjunt de defenses no específiques que un individu posseeix abans de l'exposició a un antigen i que no s'incrementa com a resultat de l'exposició repetida a aquest antigen.	NOTA: 1. Aquest tipus d'immunitat s'anomena, segons l'origen, immunitat innata, natural o congènita i, segons l'antigen o els antígens contra els quals actua, immunitat inespecífica. NOTA: 2. La immunitat inespecífica genera una resposta immunitària ràpida i efectiva que ataca qualsevol substància irritant o anormal que amenaci el medi intern, independentment de l'antigen. Es fonamenta en les barreres epitelials, els fagòcits (macròfags i neutròfils), les cèl·lules NK, les citocines i el sistema del complement.
185	immunització	ca	01012021		immunització			immunització		Administració d'un antigen o d'un anticòs feta amb l'objectiu d'induir una resposta immunitària, per immunitat activa o per immunitat passiva, respectivament.	
186	immunitzar	ca	01012021		immunitzar			immunitzar		Fer esdevenir immune una persona mitjançant l'administració d'un antigen que li produeixi una resposta immunitària o d'un anticòs que li proporcioni immunitat passiva.	
187	immunocromatografia ||| icroma	ca	01012021		immunocromatografia ||| icroma			immunocromatografia	icroma	Tècnica diagnòstica que permet visualitzar la reacció antigen-anticòs d'una manera senzilla i ràpida, sense necessitat de reactius ni d'instrumentació.	
188	immunogen -ògena	ca	01012021		immunogen -ògena			immunogen -ògena		Que indueix una resposta immunitària adaptativa.	
189	immunogenicitat	ca	01012021		immunogenicitat			immunogenicitat		Capacitat d'un antigen per a induir una resposta immunitària.	
190	immunoglobulina ||| Ig	ca	01012021		immunoglobulina ||| Ig			immunoglobulina	Ig	Proteïna glicosilada formada per dues cadenes pesants idèntiques unides per ponts disulfur i dues cadenes lleugeres també idèntiques, que participa en la resposta immunitària humoral, tant en forma lliure quan actua com a anticòs, com unida a la superfície dels limfòcits B quan actua com a receptor BCR.	NOTA: Les immunoglobulines lliures secretades pels limfòcits B i, sobretot, per les cèl·lules plasmàtiques són solubles en el sèrum i altres fluids corporals, i actuen com a efectors principals de la resposta immunitària humoral.  Tots els anticossos són immunoglobulines, per bé que les immunoglobulines inclouen molècules de les quals es desconeix l'activitat d'anticòs perquè no s'ha identificat l'antigen que els correspondria.
191	immunoglobulina G	ca	01012021		immunoglobulina G			immunoglobulina G		Immunoglobulina que conté cadenes pesants ?, amb tres dominis constants, que intervé en diversos processos immunitaris, com ara l'opsonització, l'activació del complement o la citotoxicitat cel·lular dependent d'anticossos.	NOTA: En els éssers humans es distingeixen quatre subclasses d'IgG: la IgG1, la IgG2, la IgG3 i la IgG4. És la immunoglopbulina més important en la resposta immunitària secundària.  La IgG és molt abundant en el plasma sanguini (més del 70% de totes les immunoglobulines sèriques) i en líquid extravascular. Predomina, també, en les secrecions internes (humor aquós, líquid cefalorraquidi, líquid sinovial, líquid pleural). És l'única immunoglobulina que pot travessar la barrera placentària, de manera que el nadó posseeix anticossos IgG d'origen matern
192	immunoglobulina M	ca	01012021		immunoglobulina M			immunoglobulina M		Immunoglobulina que conté cadenes pesants ?, amb quatre dominis constants, que actua com a BCR dels limfòcits B naïfs i que intervé en l'activació de la via clàssica del complement.	NOTA: La IgM resta confinada a l'espai intravascular, en el qual representa el 6 % de totes les immunoglobulines plasmàtiques. Les aglutinines naturals són del tipus IgM. És la immunoglobulina que se sintetitza més precoçment, tant en el curs de l'evolució ontogènica com després d'un primer contacte amb l'antigen en la vida adulta.
193	immunològic -a	ca	01012021		immunològic -a			immunològic -a		Relatiu o pertanyent a la immunologia	
194	incapacitat	ca	01012021		incapacitat			incapacitat		Imposibilitat total o parcial d'una persona de desenvolupar la seva feina habitual a causa d'un accident o d'una malaltia.	
195	incapacitat permanent ||| IP	ca	01012021		incapacitat permanent ||| IP			incapacitat permanent	IP	Situació en què es troba un treballador quan, després d'haver estat sotmès al tractament mèdic prescrit, presenta reduccions anatòmiques greus, susceptibles de determinació objectiva i previsiblement definitives, que disminueixen o anul·len la seva capacitat laboral.	NOTA: Segons el grau de qualificació de la incapacitat, la incapacitat permanent es classifica en incapacitat permanent parcial, incapacitat permanent total, incapacitat total qualificada, incapacitat permanent absoluta i gran invalidesa.  La gran invalidesa, a efectes de les prestacions de la Seguretat Social, es caracteritza pel fet que el treballador necessita l'ajut d'una tercera persona per a dur a terme les activitats bàsiques de la vida diària.  La incapacitat permanent absoluta, a efectes de les prestacions de la Seguretat Social, impedeix totalment al treballador exercir cap professió ni ofici.  La incapacitat permenent total, a efectes de les prestacions de la Seguretat Social, impedeix la realització de totes o de les tasques fonamentals de la professió habitual d'un treballador, encara que permet que aquest pugui fer tasques pròpies d'una altra activitat.  La incapacitat permanent parcial, a efectes de les prestacions de la Seguretat Social, ocasiona al treballador afectat una disminució del seu rendiment normal no inferior al 33%, en la seva professió habitual, sense que li impedeixi, però, dur a terme les tasques més importants de la seva feina.
196	incapacitat temporal ||| IT	ca	01012021		incapacitat temporal ||| IT			incapacitat temporal	IT	Situació en què es troba un treballador que temporalment no pot treballar a causa d'un accident o una malaltia i que necessita assistència sanitària, a efectes de les prestacions de la Seguretat Social.	
197	incidència	ca	01012021		incidència			incidència		Nombre de casos nous d'una malaltia determinada que apareixen en un grup o una població durant un període de temps concret.	
198	incubació	ca	01012021		incubació			incubació		Temps transcorregut entre l'entrada de l'agent d'una malaltia i l'aparició dels primers símptomes.	
199	infecció	ca	01012021		infecció			infecció		Entrada d'un patogen en un organisme, amb capacitat de multiplicar-se activament o de produir elements tòxics que poden actuar com un antigen i provocar una resposta immunitària d'aquest organisme.	NOTA: La denominació infecció prové del llatí infectio -onis, format a partir de infic(ere) 'tacar, 'corrompre' i -ti?nem.
200	infecció hospitalària ||| infecció nosocomial	ca	01012021		infecció hospitalària ||| infecció nosocomial			infecció hospitalària	infecció nosocomial	Infecció adquirida en un hospital o centre mèdic per un malalt en qui la infecció no era present ni estava incubant-se en el moment de l'ingrés.	NOTA: Les infeccions hospitalàries poden incloure les infeccions intrahospitalàries que apareixen després de l'alta hospitalària i les infeccions que afecten el personal del centre mèdic.
201	infecció per gotetes	ca	01012021		infecció per gotetes			infecció per gotetes		Infecció adquirida per la inhalació d'agents patògens suspesos en partícules de líquid que una persona o un animal infectats exhalen quan estornuden o tussen.	
202	infiltrat	ca	01012021		infiltrat			infiltrat		Lesió resultant d'una infiltració, especialment de les infiltracions pulmonars tuberculoses.	
203	inflamació	ca	01012021		inflamació			inflamació		Reacció inespecífica com a resposta a una agressió física, química o infecciosa, consistent en un seguit de fenòmens tendents a eliminar, diluir o encerclar l'agent agressiu i els teixits lesionats, que es caracteritza per enrogiment, dolor, calor i inflor a la part afectada.	
204	inhibidor de l'enzim conversiu de l'angiotensina ||| IECA	ca	01012021		inhibidor de l'enzim conversiu de l'angiotensina ||| IECA			inhibidor de l'enzim conversiu de l'angiotensina	IECA	Fàrmac que inhibeix el pas d'angiotensina I a angiotensina II. Produeix vasodilatació arteriovenosa i també inhibeix els mecanismes compensatoris neuroendocrins que s'activen en la insuficiència cardíaca. S'han classificat en tres grups: 1) els que contenen un grup sulfidrílic i estan estructuralment relacionats amb el captopril (fentiapril, pivalopril); 2) els que contenen un grup dicarboxílic i estan estructuralment relacionats amb l'enalapril (lisinopril, benazepril, quinapril, ramipril, perindopril, cilazapril), i 3) els que contenen fòsfor i estan estructuralment relacionats amb el fosinopril. S'usen principalment en el tractament de la hipertensió arterial i de la insuficiència cardíaca. Els efectes adversos més freqüents són hipotensió, tos, hiperpotassèmia, insuficiència renal, erupció cutània, proteïnúria, angioedema i neutropènia.	
205	insomni	ca	01012021		insomni			insomni		Experiència d'inadequació o de baixa qualitat del son que es pot manifestar com a dificultat per a iniciar o mantenir el son, com a desvetllament precoç o com a descans no reparador.	
206	intel·ligència artificial ||| IA	ca	01012021		intel·ligència artificial ||| IA			intel·ligència artificial	IA	Tecnologia que permet a les màquines d'analitzar i processar una gran quantitat de dades mèdiques per tal de facilitar les decisions diagnòstiques i terapèutiques.	
207	interferó	ca	01012021		interferó			interferó		Citocina amb un efecte inhibidor sobre la replicació vírica que és sintetitzada per algunes cèl·lules en resposta a infeccions víriques o a agents patògens intracel·lulars.	
208	intubació	ca	01012021		intubació			intubació		Col·locació temporal o permanent d'un tub en un conducte, un òrgan buit o en una cavitat orgànica.	
209	justícia distributiva	ca	01012021		justícia distributiva			justícia distributiva		Principi de justícia aplicat a la distribució del bé comú, que estableix un repartiment proporcional i un ús adequat dels recursos.	
210	lactat-deshidrogenasa ||| lacticodeshidrogenasa ||| lactodeshidrogenasa ||| LDH	ca	01012021		lactat-deshidrogenasa ||| lacticodeshidrogenasa ||| lactodeshidrogenasa ||| LDH			lactat-deshidrogenasa	lacticodeshidrogenasa ||| lactodeshidrogenasa ||| LDH	Enzim del grup de les deshidrogenases. Catalitza la reducció reversible del piruvat a L-lactat pel coenzim NADH en l'última etapa de la glucòlisi. És present en els teixits d'animals superiors en cinc diferents formes o isoenzims del mateix pes molecular, cadascun dels quals és compost per una combinació de quatre cadenes que poden ésser de dos tipus, M o H. La seva determinació és de gran utilitat en la diagnosi clínica. És coneguda per la sigla LDH.	
211	lenzilumab	ca	01012021		lenzilumab			lenzilumab		Fàrmac immunomodulador que s'uneix al factor estimulant de colònies de granulòcits i macròfags.	NOTA: 1. El lenzilumab és un anticòs monoclonal humanitzat que s'empra com a tractament experimental de l'asma, l'artritis reumatoide i la leucèmia limfocítica crònica. Se n'ha suggerit l'ús per al tractament de la COVID-19. NOTA: 2. La denominació lenzilumab és la forma catalana corresponent a la DCI.
212	leronlimab	ca	01012021		leronlimab			leronlimab		Fàrmac immunomodulador, antineoplàstic i antiretroviral que inhibeix el receptor del lligand 5 de les quimiocines CC.	NOTA: 1. El leronlimab és un anticòs monoclonal humanitzat que s'empra com a tractament experimental de diversos tipus de càncer i el VIH-1. Se n'ha suggerit l'ús per al tractament de la COVID-19. NOTA: 2. La denominació leronlimab és la forma catalana corresponent a la DCI.
213	limfòcit	ca	01012021		limfòcit			limfòcit		Leucòcit mononucleat de dimensions petites, amb el citoplasma sense granulacions, present normalment a la sang circulant i als teixits limfoides, que és responsable dels mecanismes de resposta immunitària.	NOTA: Existeixen tres tipus de limfòcits: els limfòcits B, els limfòcits T i les cèl·lules NK.
214	limfòcit B ||| cèl·lula B	ca	01012021		limfòcit B ||| cèl·lula B			limfòcit B	cèl·lula B	Limfòcit produït a la medul·la òssia en els mamífers que té capacitat de produir anticossos i és responsable de la resposta immunitària humoral.	NOTA: La lletra B de la denominació prové de bursa ('bossa' en llatí), en referència a la bossa de Fabrici, òrgan dels ocells on es va identificar per primera vegada aquesta cèl·lula.
215	limfòcit de memòria	ca	01012021		limfòcit de memòria			limfòcit de memòria		Limfòcit T o limfòcit B producte d'una resposta anterior contra un antigen i amb capacitat de produir una resposta immunitària secundària quan es troba de nou amb aquest antigen.	
216	limfòcit T ||| cèl·lula T	ca	01012021		limfòcit T ||| cèl·lula T			limfòcit T	cèl·lula T	Limfòcit diferenciat en el timus que no té capacitat de produir anticossos i és responsable de la resposta immunitària cel·lular.	NOTA: El nom limfòcit T prové de la denominació clàssica d'aquest tipus de cèl·lula, limfòcit timodependent, en contraposició al terme limfòcit bursodependent.
217	limfopènia ||| limfocitopènia	ca	01012021		limfopènia ||| limfocitopènia			limfopènia	limfocitopènia	Disminució del nombre de limfòcits a la sang circulant.	
218	lopinavir	ca	01012021		lopinavir			lopinavir		Fàrmac antiretroviral inhibidor de la proteasa 1 del VIH-1.	NOTA: El lopinavir s'empra en el tractament del VIH-1 i s'administra en combinació amb el ritonavir per augmentar les concentracions plasmàtiques d'ambdós fàrmacs. Se n'ha suggerit l'ús, juntament amb el ritonavir, per al tractament de la COVID-19. És d'origen sintètic.  La denominació lopinavir és la forma catalana corresponent a la DCI.
219	macròfag	ca	01012021		macròfag			macròfag		Cèl·lula del sistema mononuclear fagocític derivada d'un monòcit, de grans dimensions i localitzada als teixits, que es caracteritza per una gran activitat fagocítica i per la capacitat migratòria pel teixit connectiu.	NOTA: Un macròfag pot activar-se per diversos estímuls i adquirir una gran capacitat de presentació antigènica i de producció de substàncies bioactives.
220	cefalea ||| cefalàlgia ||| mal de cap	ca	01012021		cefalea ||| cefalàlgia ||| mal de cap			cefalea	cefalàlgia ||| mal de cap	Dolor cefàlic difús generat per l'estimulació d'estructures cranials sensibles al dolor.	
221	pneumònia ||| mal de costat ||| pulmonia	ca	01012021		pneumònia ||| mal de costat ||| pulmonia			pneumònia	mal de costat ||| pulmonia	Inflamació pulmonar aguda, sense participació bronquial, causada per un agent infecciós i caracteritzada per l'ocupació dels alvèols per un exsudat que es consolida i dona al pulmó una consistència semblant a la del fetge, la qual va acompanyada d'una simptomatologia variable que pot incloure febre alta, cefalea, tos productiva, dispnea i dolor agut i punxant al tòrax.	NOTA: Segons la distribució anatòmica de la infecció, la pneumònia es classifica en lobar, lobel·lar i intersticial. La malaltia és produïda per un agent variable segons l'edat del malalt, el lloc on s'ha agafat la malaltia (infecció comunitària, infecció hospitalària) i la presència d'una malaltia de base (diabetis, bronquitis crònica, grip, etc.).
222	marcador inflamatori	ca	01012021		marcador inflamatori			marcador inflamatori		Molècula per conèixer el grau d'inflamació d'una persona.	NOTA: La proteïna C reativa, la ferritina, la interleucina-6, el dímer-D i la procalcitonina són marcadors inflamatoris relacionats amb la COVID-19.
223	mareig	ca	01012021		mareig			mareig		Estat vegetatiu distònic molt molest, de predomini vagotònic, que apareix quan el cos és sotmès a canvis posturals passivament adquirits i repetits durant el moviment. És conseqüència d'un estímul normal i repetit de l'aparell vestibular en els seus canals semicirculars.	
224	màscara autofiltrant ||| màscara amb filtre de partícules ||| màscara FFP ||| mascareta autofiltrant	ca	01012021		màscara autofiltrant ||| màscara amb filtre de partícules ||| màscara FFP ||| mascareta autofiltrant			màscara autofiltrant	màscara amb filtre de partícules ||| màscara FFP ||| mascareta autofiltrant	Màscara reutilitzable o d'un sol ús emprada per a evitar la inhalació d'agents patògens o d'elements tòxics o nocius, amb una capacitat elevada de filtrar l'aire inhalat.	NOTA: 1. Les màscares autofiltrants són equips de protecció individual. A diferència de la màscara quirúrgica, que només limita la propagació del contagi, aquest tipus de màscara protegeix a qui la porti de la inhalació d'agents infecciosos o contaminants en forma d'aerosols, gotetes o petites partícules sòlides. NOTA: 2. Segons la capacitat de filtració, hi ha màscares autofiltrants FFP1 (eficàcia de filtració mínima del 78%), FFP2 (eficàcia de filtració mínima del 92%) o FFP3 (eficàcia de filtració mínima del 98%). NOTA: 3. Les màscares FFP2 i FFP3 poden ser amb vàlvula d'exhalació o sense vàlvula d'exhalació. Cal tenir en compte que les primeres protegeixen només la persona que les porta.
225	màscara higiènica ||| mascareta higiènica	ca	01012021		màscara higiènica ||| mascareta higiènica			màscara higiènica	mascareta higiènica	Màscara reutilitzable o d'un sol ús emprada per a evitar l'exhalació d'agents patògens o d'elements tòxics o nocius, feta d'una o més capes de material tèxtil, amb capacitat baixa o mitjana de filtrar l'aire exhalat.	NOTA: 1. La màscara higiènica no és ni un equip de protecció individual ni un producte sanitari. Pot ser de confecció casolana. NOTA: 2. Les màscares higièniques amb especificaciones UNE són un element de barrera. Poden protegir del contagi per SARS-CoV-2 sempre que es facin servir juntament amb mesures de distanciament físic i d'higiene de mans.
226	màscara quirúrgica ||| màscara mèdica ||| mascareta quirúrgica	ca	01012021		màscara quirúrgica ||| màscara mèdica ||| mascareta quirúrgica			màscara quirúrgica	màscara mèdica ||| mascareta quirúrgica	Màscara reutilitzable o d'un sol ús emprada per a evitar l'exhalació d'agents patògens o d'elements tòxics o nocius, feta de roba o de paper, amb capacitat elevada de filtrar l'aire exhalat.	NOTA: 1. Les màscares quirúrgiques són un producte sanitari. Són un element de barrera que pot protegir del contagi per SARS-CoV-2 sempre que es facin servir juntament amb el distanciament físic i la higiene de mans.
227	medicalitzar	ca	01012021		medicalitzar			medicalitzar		Dotar de personal sanitari i d'equipament mèdic un vehicle o un espai.	NOTA: Per exemple, es pot medicalitzar una ambulància, un tren, un helicòpter, un hotel o un càmping.
228	medicina avaluadora	ca	01012021		medicina avaluadora			medicina avaluadora		Activitat mèdica que avalua les lesions, les incapacitats, les seqüeles i els perjudicis derivats d'accidents o de malalties a fi de determinar una indemnització justa.	
229	memòria immunitària	ca	01012021		memòria immunitària			memòria immunitària		Capacitat adquirida per un individu, com a conseqüència del contacte amb un antigen, per a respondre amb més rapidesa i eficàcia a un contacte posterior amb el mateix antigen.	NOTA: La memòria immunitària és una característica essencial de la immunitat adaptativa, necessària per a l'aparició de les respostes immunitàries secundàries.
230	mesura de contenció	ca	01012021		mesura de contenció			mesura de contenció		Acció enfocada a prevenir la propagació d'una malaltia infecciosa.	NOTA: L'ús de les màscares, l'higiene de mans i el manteniment de la distància de seguretat són les tres principals mesures de contenció de la infecció pel SARS-CoV-2 en la població general.
231	metilprednisolona	ca	01012021		metilprednisolona			metilprednisolona		Corticoesteroide sintètic, derivat de la prednisolona.	NOTA: La metilprednisolona té una activitat antiinflamatòria lleugerament més intensa i provoca menys retenció de sodi que la prednisolona. És emprada en el tractament de diverses afeccions inflamatòries, al·lèrgiques o neoplàstiques (artritis reumatoide, asma bronquial, limfoma, leucèmies, etc). N'hi ha diverses sals (acetat, hemisuccinat, fosfat, succinat, etc.) d'acció i ús semblants als de la base.  La denominació metilprednisolona és la forma catalana corresponent a la DCI.
232	miàlgia	ca	01012021		miàlgia			miàlgia		Dolor muscular.	
233	monitoratge	ca	01012021		monitoratge			monitoratge		Vigilància i supervisió de l'evolució d'un fenomen que permet seguir el curs i l'estat d'un malalt.	
234	mort digna	ca	01012021		mort digna			mort digna		Mort d'acord amb els valors, les creences i el sentit de dignitat de cada persona.	
235	mortalitat	ca	01012021		mortalitat			mortalitat		Nombre de persones que moren en un període de temps concret com a conseqüència d'una malaltia amb relació al nombre total de morts per qualsevol causa.	
236	mostra nasofaríngia ||| exsudat nasofaringi ||| fluid nasofaringi ||| mostra rinofaríngia	ca	01012021		mostra nasofaríngia ||| exsudat nasofaringi ||| fluid nasofaringi ||| mostra rinofaríngia			mostra nasofaríngia	exsudat nasofaringi ||| fluid nasofaringi ||| mostra rinofaríngia	Fluid corporal extret de la part de la faringe de darrere les fosses nasals, per damunt del vel del paladar, amb l'ajuda d'un escovilló, amb finalitats diagnòstiques.	
