ALELEX_ID	ALELEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT
1055	al·lèrgia a les ascàrides (Ascaris)	ca	01012021		al·lèrgia a les ascàrides (Ascaris)			al·lèrgia a les ascàrides (Ascaris)	
1056	al·lèrgia a les bases	ca	01012021		al·lèrgia a les bases			al·lèrgia a les bases	
1057	al·lèrgia a les benzodiazepines ||| al·lèrgia als derivats benzodiazepínics ||| al·lèrgia als hipnosedants benzodiazepínics ||| al·lèrgia als sedants benzodiazepínics	ca	01012021		al·lèrgia a les benzodiazepines ||| al·lèrgia als derivats benzodiazepínics ||| al·lèrgia als hipnosedants benzodiazepínics ||| al·lèrgia als sedants benzodiazepínics			al·lèrgia a les benzodiazepines	al·lèrgia als derivats benzodiazepínics ||| al·lèrgia als hipnosedants benzodiazepínics ||| al·lèrgia als sedants benzodiazepínics
1058	al·lèrgia a les biguanides	ca	01012021		al·lèrgia a les biguanides			al·lèrgia a les biguanides	
1059	al·lèrgia a les butirofenones ||| al·lèrgia als antipsicòtics butirofenònics	ca	01012021		al·lèrgia a les butirofenones ||| al·lèrgia als antipsicòtics butirofenònics			al·lèrgia a les butirofenones	al·lèrgia als antipsicòtics butirofenònics
1060	al·lèrgia a les cefalosporines	ca	01012021		al·lèrgia a les cefalosporines			al·lèrgia a les cefalosporines	
1061	al·lèrgia a les cefalosporines de primera generació	ca	01012021		al·lèrgia a les cefalosporines de primera generació			al·lèrgia a les cefalosporines de primera generació	
1062	al·lèrgia a les cefalosporines de quarta generació	ca	01012021		al·lèrgia a les cefalosporines de quarta generació			al·lèrgia a les cefalosporines de quarta generació	
1063	al·lèrgia a les cefalosporines de segona generació	ca	01012021		al·lèrgia a les cefalosporines de segona generació			al·lèrgia a les cefalosporines de segona generació	
1064	al·lèrgia a les cefalosporines de tercera generació	ca	01012021		al·lèrgia a les cefalosporines de tercera generació			al·lèrgia a les cefalosporines de tercera generació	
1065	al·lèrgia a les cintes (Phalaris arundinacea)	ca	01012021		al·lèrgia a les cintes (Phalaris arundinacea)			al·lèrgia a les cintes (Phalaris arundinacea)	
1066	al·lèrgia a les cremes amb urea ||| al·lèrgia a les cremes amb carbamida ||| al·lèrgia a les cremes que contenen carbamida ||| al·lèrgia a les cremes que contenen urea	ca	01012021		al·lèrgia a les cremes amb urea ||| al·lèrgia a les cremes amb carbamida ||| al·lèrgia a les cremes que contenen carbamida ||| al·lèrgia a les cremes que contenen urea			al·lèrgia a les cremes amb urea	al·lèrgia a les cremes amb carbamida ||| al·lèrgia a les cremes que contenen carbamida ||| al·lèrgia a les cremes que contenen urea
1067	al·lèrgia a les difenilbutilpiperidines	ca	01012021		al·lèrgia a les difenilbutilpiperidines			al·lèrgia a les difenilbutilpiperidines	
1068	al·lèrgia a les espècies d'Echinococcus	ca	01012021		al·lèrgia a les espècies d'Echinococcus			al·lèrgia a les espècies d'Echinococcus	
1069	al·lèrgia a les etanolamines	ca	01012021		al·lèrgia a les etanolamines			al·lèrgia a les etanolamines	
1070	al·lèrgia a les fibres	ca	01012021		al·lèrgia a les fibres			al·lèrgia a les fibres	
1071	al·lèrgia a les gramínies ||| al·lèrgia al pol·len de les gramínies	ca	01012021		al·lèrgia a les gramínies ||| al·lèrgia al pol·len de les gramínies			al·lèrgia a les gramínies	al·lèrgia al pol·len de les gramínies
1072	al·lèrgia a les hormones hipotalàmiques i hipofítiques ||| al·lèrgia a les hormones de l'hipotàlem i la glàndula pituïtària ||| al·lèrgia a les hormones de l'hipotàlem i la hipòfisi ||| al·lèrgia a les hormones hipotalàmiques i hipofisiàries	ca	01012021		al·lèrgia a les hormones hipotalàmiques i hipofítiques ||| al·lèrgia a les hormones de l'hipotàlem i la glàndula pituïtària ||| al·lèrgia a les hormones de l'hipotàlem i la hipòfisi ||| al·lèrgia a les hormones hipotalàmiques i hipofisiàries			al·lèrgia a les hormones hipotalàmiques i hipofítiques	al·lèrgia a les hormones de l'hipotàlem i la glàndula pituïtària ||| al·lèrgia a les hormones de l'hipotàlem i la hipòfisi ||| al·lèrgia a les hormones hipotalàmiques i hipofisiàries
1073	al·lèrgia a les hormones reguladores de les gònades ||| al·lèrgia a les hormones reguladores de les glàndules sexuals	ca	01012021		al·lèrgia a les hormones reguladores de les gònades ||| al·lèrgia a les hormones reguladores de les glàndules sexuals			al·lèrgia a les hormones reguladores de les gònades	al·lèrgia a les hormones reguladores de les glàndules sexuals
1074	al·lèrgia a les hormones reguladores del metabolisme del calci	ca	01012021		al·lèrgia a les hormones reguladores del metabolisme del calci			al·lèrgia a les hormones reguladores del metabolisme del calci	
1075	al·lèrgia a les hormones sexuals	ca	01012021		al·lèrgia a les hormones sexuals			al·lèrgia a les hormones sexuals	
1076	al·lèrgia a les hormones tiroidals	ca	01012021		al·lèrgia a les hormones tiroidals			al·lèrgia a les hormones tiroidals	
1077	al·lèrgia a les hormones, als substituts hormonals sintètics i als antagonistes hormonals	ca	01012021		al·lèrgia a les hormones, als substituts hormonals sintètics i als antagonistes hormonals			al·lèrgia a les hormones, als substituts hormonals sintètics i als antagonistes hormonals	
1078	al·lèrgia a les llavors ||| al·lèrgia a la grana ||| al·lèrgia a les granes	ca	01012021		al·lèrgia a les llavors ||| al·lèrgia a la grana ||| al·lèrgia a les granes			al·lèrgia a les llavors	al·lèrgia a la grana ||| al·lèrgia a les granes
1079	al·lèrgia a les penicil·lines antipseudomones ||| al·lèrgia a les penicil·lines antipseudomònades ||| al·lèrgia a les penicil·lines antipseudomòniques	ca	01012021		al·lèrgia a les penicil·lines antipseudomones ||| al·lèrgia a les penicil·lines antipseudomònades ||| al·lèrgia a les penicil·lines antipseudomòniques			al·lèrgia a les penicil·lines antipseudomones	al·lèrgia a les penicil·lines antipseudomònades ||| al·lèrgia a les penicil·lines antipseudomòniques
1080	al·lèrgia a les penicil·lines d'ampli espectre	ca	01012021		al·lèrgia a les penicil·lines d'ampli espectre			al·lèrgia a les penicil·lines d'ampli espectre	
1081	al·lèrgia a les penicil·lines resistents a la penicil·linasa	ca	01012021		al·lèrgia a les penicil·lines resistents a la penicil·linasa			al·lèrgia a les penicil·lines resistents a la penicil·linasa	
1082	al·lèrgia a les penicil·lines sensibles a la penicil·linasa	ca	01012021		al·lèrgia a les penicil·lines sensibles a la penicil·linasa			al·lèrgia a les penicil·lines sensibles a la penicil·linasa	
1083	al·lèrgia a les plantes	ca	01012021		al·lèrgia a les plantes			al·lèrgia a les plantes	
1084	al·lèrgia a les plomes	ca	01012021		al·lèrgia a les plomes			al·lèrgia a les plomes	
1085	al·lèrgia a les polimixines ||| al·lèrgia a les bacil·losporines	ca	01012021		al·lèrgia a les polimixines ||| al·lèrgia a les bacil·losporines			al·lèrgia a les polimixines	al·lèrgia a les bacil·losporines
1086	al·lèrgia a les pólvores assecants	ca	01012021		al·lèrgia a les pólvores assecants			al·lèrgia a les pólvores assecants	
1087	al·lèrgia a les pólvores d'esmectita ||| al·lèrgia a les pólvores de terra de batan ||| al·lèrgia a les pólvores de terra de paraire	ca	01012021		al·lèrgia a les pólvores d'esmectita ||| al·lèrgia a les pólvores de terra de batan ||| al·lèrgia a les pólvores de terra de paraire			al·lèrgia a les pólvores d'esmectita	al·lèrgia a les pólvores de terra de batan ||| al·lèrgia a les pólvores de terra de paraire
1088	al·lèrgia a les pólvores de bentonita	ca	01012021		al·lèrgia a les pólvores de bentonita			al·lèrgia a les pólvores de bentonita	
1089	al·lèrgia a les prostaglandines de la sèrie A	ca	01012021		al·lèrgia a les prostaglandines de la sèrie A			al·lèrgia a les prostaglandines de la sèrie A	
1090	al·lèrgia a les prostaglandines de la sèrie E	ca	01012021		al·lèrgia a les prostaglandines de la sèrie E			al·lèrgia a les prostaglandines de la sèrie E	
1091	al·lèrgia a les prostaglandines de la sèrie F	ca	01012021		al·lèrgia a les prostaglandines de la sèrie F			al·lèrgia a les prostaglandines de la sèrie F	
1092	al·lèrgia a les prostaglandines de la sèrie I	ca	01012021		al·lèrgia a les prostaglandines de la sèrie I			al·lèrgia a les prostaglandines de la sèrie I	
1093	al·lèrgia a les proteïnes de l'ou	ca	01012021		al·lèrgia a les proteïnes de l'ou			al·lèrgia a les proteïnes de l'ou	
1094	al·lèrgia a les proteïnes de la llet de vaca ||| sensibilitat a les proteïnes de la llet de vaca	ca	01012021		al·lèrgia a les proteïnes de la llet de vaca ||| sensibilitat a les proteïnes de la llet de vaca			al·lèrgia a les proteïnes de la llet de vaca	sensibilitat a les proteïnes de la llet de vaca
1095	al·lèrgia a les proteïnes sèriques d'animal ||| al·lèrgia a les proteïnes del sèrum d'animal	ca	01012021		al·lèrgia a les proteïnes sèriques d'animal ||| al·lèrgia a les proteïnes del sèrum d'animal			al·lèrgia a les proteïnes sèriques d'animal	al·lèrgia a les proteïnes del sèrum d'animal
1096	al·lèrgia a les proteïnes sèriques de cavall ||| al·lèrgia a les proteïnes del sèrum de cavall	ca	01012021		al·lèrgia a les proteïnes sèriques de cavall ||| al·lèrgia a les proteïnes del sèrum de cavall			al·lèrgia a les proteïnes sèriques de cavall	al·lèrgia a les proteïnes del sèrum de cavall
1097	al·lèrgia a les proteïnes sèriques de conill ||| al·lèrgia a les proteïnes del sèrum de conill	ca	01012021		al·lèrgia a les proteïnes sèriques de conill ||| al·lèrgia a les proteïnes del sèrum de conill			al·lèrgia a les proteïnes sèriques de conill	al·lèrgia a les proteïnes del sèrum de conill
1098	al·lèrgia a les proteïnes sèriques de periquito ||| al·lèrgia a les proteïnes del sèrum de periquito	ca	01012021		al·lèrgia a les proteïnes sèriques de periquito ||| al·lèrgia a les proteïnes del sèrum de periquito			al·lèrgia a les proteïnes sèriques de periquito	al·lèrgia a les proteïnes del sèrum de periquito
1099	al·lèrgia a les proteïnes sèriques de pollastre ||| al·lèrgia a les proteïnes del sèrum de pollastre	ca	01012021		al·lèrgia a les proteïnes sèriques de pollastre ||| al·lèrgia a les proteïnes del sèrum de pollastre			al·lèrgia a les proteïnes sèriques de pollastre	al·lèrgia a les proteïnes del sèrum de pollastre
1100	al·lèrgia a les proteïnes sèriques de rata ||| al·lèrgia a les proteïnes del sèrum de rata	ca	01012021		al·lèrgia a les proteïnes sèriques de rata ||| al·lèrgia a les proteïnes del sèrum de rata			al·lèrgia a les proteïnes sèriques de rata	al·lèrgia a les proteïnes del sèrum de rata
1101	al·lèrgia a les proteïnes sèriques de ratolí ||| al·lèrgia a les proteïnes del sèrum de ratolí	ca	01012021		al·lèrgia a les proteïnes sèriques de ratolí ||| al·lèrgia a les proteïnes del sèrum de ratolí			al·lèrgia a les proteïnes sèriques de ratolí	al·lèrgia a les proteïnes del sèrum de ratolí
1102	al·lèrgia a les proteïnes urinàries d'animal ||| al·lèrgia a les proteïnes de l'orina d'animal	ca	01012021		al·lèrgia a les proteïnes urinàries d'animal ||| al·lèrgia a les proteïnes de l'orina d'animal			al·lèrgia a les proteïnes urinàries d'animal	al·lèrgia a les proteïnes de l'orina d'animal
1103	al·lèrgia a les proteïnes urinàries de conill ||| al·lèrgia a les proteïnes de l'orina de conill	ca	01012021		al·lèrgia a les proteïnes urinàries de conill ||| al·lèrgia a les proteïnes de l'orina de conill			al·lèrgia a les proteïnes urinàries de conill	al·lèrgia a les proteïnes de l'orina de conill
1104	al·lèrgia a les proteïnes urinàries de porc ||| al·lèrgia a les proteïnes de l'orina de porc	ca	01012021		al·lèrgia a les proteïnes urinàries de porc ||| al·lèrgia a les proteïnes de l'orina de porc			al·lèrgia a les proteïnes urinàries de porc	al·lèrgia a les proteïnes de l'orina de porc
1105	al·lèrgia a les proteïnes urinàries de rata ||| al·lèrgia a les proteïnes de l'orina de rata	ca	01012021		al·lèrgia a les proteïnes urinàries de rata ||| al·lèrgia a les proteïnes de l'orina de rata			al·lèrgia a les proteïnes urinàries de rata	al·lèrgia a les proteïnes de l'orina de rata
1106	al·lèrgia a les proteïnes urinàries de ratolí ||| al·lèrgia a les proteïnes de l'orina de ratolí	ca	01012021		al·lèrgia a les proteïnes urinàries de ratolí ||| al·lèrgia a les proteïnes de l'orina de ratolí			al·lèrgia a les proteïnes urinàries de ratolí	al·lèrgia a les proteïnes de l'orina de ratolí
1107	al·lèrgia a les resines vegetals ||| al·lèrgia a les reïnes d'origen vegetal ||| al·lèrgia a les reïnes vegetals ||| al·lèrgia a les resines d'origen vegetal	ca	01012021		al·lèrgia a les resines vegetals ||| al·lèrgia a les reïnes d'origen vegetal ||| al·lèrgia a les reïnes vegetals ||| al·lèrgia a les resines d'origen vegetal			al·lèrgia a les resines vegetals	al·lèrgia a les reïnes d'origen vegetal ||| al·lèrgia a les reïnes vegetals ||| al·lèrgia a les resines d'origen vegetal
1108	al·lèrgia a les sals de rehidratació oral ||| al·lèrgia a les SRO	ca	01012021		al·lèrgia a les sals de rehidratació oral ||| al·lèrgia a les SRO			al·lèrgia a les sals de rehidratació oral	al·lèrgia a les SRO
1109	al·lèrgia a les sals ferroses ||| al·lèrgia a les sals de ferro	ca	01012021		al·lèrgia a les sals ferroses ||| al·lèrgia a les sals de ferro			al·lèrgia a les sals ferroses	al·lèrgia a les sals de ferro
1110	al·lèrgia a les solucions cardioplègiques ||| al·lèrgia a les solucions de cardioplegia	ca	01012021		al·lèrgia a les solucions cardioplègiques ||| al·lèrgia a les solucions de cardioplegia			al·lèrgia a les solucions cardioplègiques	al·lèrgia a les solucions de cardioplegia
1111	al·lèrgia a les solucions clorades	ca	01012021		al·lèrgia a les solucions clorades			al·lèrgia a les solucions clorades	
1112	al·lèrgia a les solucions d'albúmina	ca	01012021		al·lèrgia a les solucions d'albúmina			al·lèrgia a les solucions d'albúmina	
1113	al·lèrgia a les solucions d'hemofiltració ||| al·lèrgia a les solucions d'ultrafiltració	ca	01012021		al·lèrgia a les solucions d'hemofiltració ||| al·lèrgia a les solucions d'ultrafiltració			al·lèrgia a les solucions d'hemofiltració	al·lèrgia a les solucions d'ultrafiltració
1114	al·lèrgia a les solucions de diàlisi peritoneal ||| al·lèrgia a les solucions per a diàlisi peritoneal	ca	01012021		al·lèrgia a les solucions de diàlisi peritoneal ||| al·lèrgia a les solucions per a diàlisi peritoneal			al·lèrgia a les solucions de diàlisi peritoneal	al·lèrgia a les solucions per a diàlisi peritoneal
1115	al·lèrgia a les solucions de proteïnes plasmàtiques	ca	01012021		al·lèrgia a les solucions de proteïnes plasmàtiques			al·lèrgia a les solucions de proteïnes plasmàtiques	
1116	al·lèrgia a les sulfonamides	ca	01012021		al·lèrgia a les sulfonamides			al·lèrgia a les sulfonamides	
1117	al·lèrgia a les tintures desinfectants	ca	01012021		al·lèrgia a les tintures desinfectants			al·lèrgia a les tintures desinfectants	
1118	al·lèrgia a les vacunes ||| al·lèrgia als vaccins	ca	01012021		al·lèrgia a les vacunes ||| al·lèrgia als vaccins			al·lèrgia a les vacunes	al·lèrgia als vaccins
1119	al·lèrgia a les vacunes amb extractes d'al·lergògens ||| al·lèrgia a les vacunes amb extractes d'al·lèrgens ||| al·lèrgia a les vacunes antial·lèrgiques ||| al·lèrgia a les vacunes contra l'al·lèrgia	ca	01012021		al·lèrgia a les vacunes amb extractes d'al·lergògens ||| al·lèrgia a les vacunes amb extractes d'al·lèrgens ||| al·lèrgia a les vacunes antial·lèrgiques ||| al·lèrgia a les vacunes contra l'al·lèrgia			al·lèrgia a les vacunes amb extractes d'al·lergògens	al·lèrgia a les vacunes amb extractes d'al·lèrgens ||| al·lèrgia a les vacunes antial·lèrgiques ||| al·lèrgia a les vacunes contra l'al·lèrgia
1120	al·lèrgia a les vacunes, a les immunoglobulines i als antisèrums ||| al·lèrgia a les vacunes, a les immunoglobulines i als immunosèrums ||| al·lèrgia a les vacunes, a les immunoglobulines i als sèrums immunes	ca	01012021		al·lèrgia a les vacunes, a les immunoglobulines i als antisèrums ||| al·lèrgia a les vacunes, a les immunoglobulines i als immunosèrums ||| al·lèrgia a les vacunes, a les immunoglobulines i als sèrums immunes			al·lèrgia a les vacunes, a les immunoglobulines i als antisèrums	al·lèrgia a les vacunes, a les immunoglobulines i als immunosèrums ||| al·lèrgia a les vacunes, a les immunoglobulines i als sèrums immunes
1121	al·lèrgia a les vitamines de l'alimentació parenteral	ca	01012021		al·lèrgia a les vitamines de l'alimentació parenteral			al·lèrgia a les vitamines de l'alimentació parenteral	
1122	al·lèrgia a les vitamines hidrosolubles	ca	01012021		al·lèrgia a les vitamines hidrosolubles			al·lèrgia a les vitamines hidrosolubles	
1123	al·lèrgia a les vitamines liposolubles	ca	01012021		al·lèrgia a les vitamines liposolubles			al·lèrgia a les vitamines liposolubles	
1124	al·lèrgia a Phyllostachys pubescens	ca	01012021		al·lèrgia a Phyllostachys pubescens			al·lèrgia a Phyllostachys pubescens	
1125	al·lèrgia a Saccharopolyspora rectivirgula	ca	01012021		al·lèrgia a Saccharopolyspora rectivirgula			al·lèrgia a Saccharopolyspora rectivirgula	
1126	al·lèrgia a Stachybotrys chartarum	ca	01012021		al·lèrgia a Stachybotrys chartarum			al·lèrgia a Stachybotrys chartarum	
1127	al·lèrgia a Stemphylium botryosum	ca	01012021		al·lèrgia a Stemphylium botryosum			al·lèrgia a Stemphylium botryosum	
1128	al·lèrgia a substàncies	ca	01012021		al·lèrgia a substàncies			al·lèrgia a substàncies	
1129	al·lèrgia a Syagrus romanzoffianum	ca	01012021		al·lèrgia a Syagrus romanzoffianum			al·lèrgia a Syagrus romanzoffianum	
1130	al·lèrgia a Thermoactinomyces vulgaris	ca	01012021		al·lèrgia a Thermoactinomyces vulgaris			al·lèrgia a Thermoactinomyces vulgaris	
1131	al·lèrgia a Trichoderma viride	ca	01012021		al·lèrgia a Trichoderma viride			al·lèrgia a Trichoderma viride	
1132	al·lèrgia a Trichophyton rubrum	ca	01012021		al·lèrgia a Trichophyton rubrum			al·lèrgia a Trichophyton rubrum	
1133	al·lèrgia a Tyrophagus putrescentiae	ca	01012021		al·lèrgia a Tyrophagus putrescentiae			al·lèrgia a Tyrophagus putrescentiae	
1134	al·lèrgia a Ustilago nuda	ca	01012021		al·lèrgia a Ustilago nuda			al·lèrgia a Ustilago nuda	
1135	al·lèrgia a vehicles ||| al·lèrgia a excipients	ca	01012021		al·lèrgia a vehicles ||| al·lèrgia a excipients			al·lèrgia a vehicles	al·lèrgia a excipients
1136	al·lèrgia a Xanthium commune	ca	01012021		al·lèrgia a Xanthium commune			al·lèrgia a Xanthium commune	
1137	al·lèrgia al bacallà (Gadus morhua) ||| al·lèrgia a l'abadejo (Gadus morhua)	ca	01012021		al·lèrgia al bacallà (Gadus morhua) ||| al·lèrgia a l'abadejo (Gadus morhua)			al·lèrgia al bacallà (Gadus morhua)	al·lèrgia a l'abadejo (Gadus morhua)
1138	al·lèrgia al baclofèn	ca	01012021		al·lèrgia al baclofèn			al·lèrgia al baclofèn	
1139	al·lèrgia al bàlsam del Perú (Myroxylon pereirae)	ca	01012021		al·lèrgia al bàlsam del Perú (Myroxylon pereirae)			al·lèrgia al bàlsam del Perú (Myroxylon pereirae)	
1140	al·lèrgia al bambuterol	ca	01012021		al·lèrgia al bambuterol			al·lèrgia al bambuterol	
1141	al·lèrgia al bedoll (Betula pendula) ||| al·lèrgia al beç (Betula pendula) ||| al·lèrgia al bedoll comú (Betula pendula)	ca	01012021		al·lèrgia al bedoll (Betula pendula) ||| al·lèrgia al beç (Betula pendula) ||| al·lèrgia al bedoll comú (Betula pendula)			al·lèrgia al bedoll (Betula pendula)	al·lèrgia al beç (Betula pendula) ||| al·lèrgia al bedoll comú (Betula pendula)
1142	al·lèrgia al befeni	ca	01012021		al·lèrgia al befeni			al·lèrgia al befeni	
1143	al·lèrgia al benperidol	ca	01012021		al·lèrgia al benperidol			al·lèrgia al benperidol	
1144	al·lèrgia al benzalconi	ca	01012021		al·lèrgia al benzalconi			al·lèrgia al benzalconi	
1145	al·lèrgia al benzoat de benzil	ca	01012021		al·lèrgia al benzoat de benzil			al·lèrgia al benzoat de benzil	
1146	al·lèrgia al beractant	ca	01012021		al·lèrgia al beractant			al·lèrgia al beractant	
1147	al·lèrgia al betanecol	ca	01012021		al·lèrgia al betanecol			al·lèrgia al betanecol	
1148	al·lèrgia al betaxolol	ca	01012021		al·lèrgia al betaxolol			al·lèrgia al betaxolol	
1149	al·lèrgia al bezafibrat	ca	01012021		al·lèrgia al bezafibrat			al·lèrgia al bezafibrat	
1150	al·lèrgia al biperidèn	ca	01012021		al·lèrgia al biperidèn			al·lèrgia al biperidèn	
1151	al·lèrgia al bisacodil	ca	01012021		al·lèrgia al bisacodil			al·lèrgia al bisacodil	
1152	al·lèrgia al bisoprolol	ca	01012021		al·lèrgia al bisoprolol			al·lèrgia al bisoprolol	
1153	al·lèrgia al bitxo ||| al·lèrgia a la cirereta ||| al·lèrgia a la pebrina ||| al·lèrgia al citró ||| al·lèrgia al coralet ||| al·lèrgia al fruit de la bitxera (Capsicum frutescens) ||| al·lèrgia al fruit del bitxo (Capsicum frutescens) ||| al·lèrgia al pebre de cirereta ||| al·lèrgia al vitet al·lèrgia al vitxo	ca	01012021		al·lèrgia al bitxo ||| al·lèrgia a la cirereta ||| al·lèrgia a la pebrina ||| al·lèrgia al citró ||| al·lèrgia al coralet ||| al·lèrgia al fruit de la bitxera (Capsicum frutescens) ||| al·lèrgia al fruit del bitxo (Capsicum frutescens) ||| al·lèrgia al pebre de cirereta ||| al·lèrgia al vitet al·lèrgia al vitxo			al·lèrgia al bitxo	al·lèrgia a la cirereta ||| al·lèrgia a la pebrina ||| al·lèrgia al citró ||| al·lèrgia al coralet ||| al·lèrgia al fruit de la bitxera (Capsicum frutescens) ||| al·lèrgia al fruit del bitxo (Capsicum frutescens) ||| al·lèrgia al pebre de cirereta ||| al·lèrgia al vitet al·lèrgia al vitxo
1154	al·lèrgia al blat ||| al·lèrgia al blat (Triticum) ||| al·lèrgia al gra del blat (Triticum)	ca	01012021		al·lèrgia al blat ||| al·lèrgia al blat (Triticum) ||| al·lèrgia al gra del blat (Triticum)			al·lèrgia al blat	al·lèrgia al blat (Triticum) ||| al·lèrgia al gra del blat (Triticum)
1155	al·lèrgia al blat de moro ||| al·lèrgia a la dacsa ||| al·lèrgia a la milloca ||| al·lèrgia al blat de l'Índia ||| al·lèrgia al gra de la dacsa (Zea mays) ||| al·lèrgia al gra de la milloca (Zea mays) ||| al·lèrgia al gra del blat de l'Índia (Zea mays) ||| al·lèrgia al gra del blat de moro (Zea mays) ||| al·lèrgia al gra del milloc (Zea mays) ||| al·lèrgia al gra del moresc (Zea mays) ||| al·lèrgia al gra del panís (Zea mays) ||| al·lèrgia al milloc ||| al·lèrgia al moresc ||| al·lèrgia al panís	ca	01012021		al·lèrgia al blat de moro ||| al·lèrgia a la dacsa ||| al·lèrgia a la milloca ||| al·lèrgia al blat de l'Índia ||| al·lèrgia al gra de la dacsa (Zea mays) ||| al·lèrgia al gra de la milloca (Zea mays) ||| al·lèrgia al gra del blat de l'Índia (Zea mays) ||| al·lèrgia al gra del blat de moro (Zea mays) ||| al·lèrgia al gra del milloc (Zea mays) ||| al·lèrgia al gra del moresc (Zea mays) ||| al·lèrgia al gra del panís (Zea mays) ||| al·lèrgia al milloc ||| al·lèrgia al moresc ||| al·lèrgia al panís			al·lèrgia al blat de moro	al·lèrgia a la dacsa ||| al·lèrgia a la milloca ||| al·lèrgia al blat de l'Índia ||| al·lèrgia al gra de la dacsa (Zea mays) ||| al·lèrgia al gra de la milloca (Zea mays) ||| al·lèrgia al gra del blat de l'Índia (Zea mays) ||| al·lèrgia al gra del blat de moro (Zea mays) ||| al·lèrgia al gra del milloc (Zea mays) ||| al·lèrgia al gra del moresc (Zea mays) ||| al·lèrgia al gra del panís (Zea mays) ||| al·lèrgia al milloc ||| al·lèrgia al moresc ||| al·lèrgia al panís
1156	al·lèrgia al blet blanc (Chenopodium album) ||| al·lèrgia a l'armoll (Chenopodium album) ||| al·lèrgia a l'espinac de carn (Chenopodium album) ||| al·lèrgia a l'herba blanca (Chenopodium album) ||| al·lèrgia al blet moll (Chenopodium album)	ca	01012021		al·lèrgia al blet blanc (Chenopodium album) ||| al·lèrgia a l'armoll (Chenopodium album) ||| al·lèrgia a l'espinac de carn (Chenopodium album) ||| al·lèrgia a l'herba blanca (Chenopodium album) ||| al·lèrgia al blet moll (Chenopodium album)			al·lèrgia al blet blanc (Chenopodium album)	al·lèrgia a l'armoll (Chenopodium album) ||| al·lèrgia a l'espinac de carn (Chenopodium album) ||| al·lèrgia a l'herba blanca (Chenopodium album) ||| al·lèrgia al blet moll (Chenopodium album)
1157	al·lèrgia al borat	ca	01012021		al·lèrgia al borat			al·lèrgia al borat	
1158	al·lèrgia al bou (Cancer pagurus)	ca	01012021		al·lèrgia al bou (Cancer pagurus)			al·lèrgia al bou (Cancer pagurus)	
1159	al·lèrgia al bretili	ca	01012021		al·lèrgia al bretili			al·lèrgia al bretili	
1160	al·lèrgia al bròcoli (Brassica oleracea var. italica)	ca	01012021		al·lèrgia al bròcoli (Brassica oleracea var. italica)			al·lèrgia al bròcoli (Brassica oleracea var. italica)	
1161	al·lèrgia al brom (Bromus inermis) ||| al·lèrgia al bromus inerme (Bromus inermis)	ca	01012021		al·lèrgia al brom (Bromus inermis) ||| al·lèrgia al bromus inerme (Bromus inermis)			al·lèrgia al brom (Bromus inermis)	al·lèrgia al bromus inerme (Bromus inermis)
1162	al·lèrgia al bromazepam	ca	01012021		al·lèrgia al bromazepam			al·lèrgia al bromazepam	
1163	al·lèrgia al bromhidrat d'escopolamina ||| al·lèrgia al bromhidrat d'hioscina ||| al·lèrgia al bromhidrat de tropat d'escopina	ca	01012021		al·lèrgia al bromhidrat d'escopolamina ||| al·lèrgia al bromhidrat d'hioscina ||| al·lèrgia al bromhidrat de tropat d'escopina			al·lèrgia al bromhidrat d'escopolamina	al·lèrgia al bromhidrat d'hioscina ||| al·lèrgia al bromhidrat de tropat d'escopina
1164	al·lèrgia al bromhidrat de dextrometorfan	ca	01012021		al·lèrgia al bromhidrat de dextrometorfan			al·lèrgia al bromhidrat de dextrometorfan	
1165	al·lèrgia al bromur d'emeproni	ca	01012021		al·lèrgia al bromur d'emeproni			al·lèrgia al bromur d'emeproni	
1166	al·lèrgia al bròquil blanc (Brassica oleracea var. botrytis) ||| al·lèrgia a la coliflor (Brassica oleracea var. botrytis) ||| al·lèrgia a la floricol (Brassica oleracea var. botrytis)	ca	01012021		al·lèrgia al bròquil blanc (Brassica oleracea var. botrytis) ||| al·lèrgia a la coliflor (Brassica oleracea var. botrytis) ||| al·lèrgia a la floricol (Brassica oleracea var. botrytis)			al·lèrgia al bròquil blanc (Brassica oleracea var. botrytis)	al·lèrgia a la coliflor (Brassica oleracea var. botrytis) ||| al·lèrgia a la floricol (Brassica oleracea var. botrytis)
1167	al·lèrgia al bufexamac	ca	01012021		al·lèrgia al bufexamac			al·lèrgia al bufexamac	
1168	al·lèrgia al busulfan	ca	01012021		al·lèrgia al busulfan			al·lèrgia al busulfan	
1169	al·lèrgia al butilbromur d'hioscina ||| al·lèrgia a l'escopolamina butilbromur	ca	01012021		al·lèrgia al butilbromur d'hioscina ||| al·lèrgia a l'escopolamina butilbromur			al·lèrgia al butilbromur d'hioscina	al·lèrgia a l'escopolamina butilbromur
1170	al·lèrgia al cacau ||| al·lèrgia a la llavor del cacau (Theobroma cacao) ||| al·lèrgia a la llavor del cacauer (Theobroma cacao)	ca	01012021		al·lèrgia al cacau ||| al·lèrgia a la llavor del cacau (Theobroma cacao) ||| al·lèrgia a la llavor del cacauer (Theobroma cacao)			al·lèrgia al cacau	al·lèrgia a la llavor del cacau (Theobroma cacao) ||| al·lèrgia a la llavor del cacauer (Theobroma cacao)
