SAMLEX_ID	SAMLEX_DESC	IDIOMA	DATA_INI	DATA_FIN	DESC_CA	DESC_ES	DESC_EN	F_PRINCIPAL	F_COMPLEMENT	DEFINICIÓ	NOTES
145	infermeria de salut mental	ca	01012021		infermeria de salut mental			infermeria de salut mental		Branca de la infermeria que s'ocupa de l'atenció especialitzada a les persones amb un trastorn mental o una addicció, considerades individualment i com a membres d'un grup social, amb el focus en les cures infermeres, l'assessorament, el suport i l'acompanyament en les activitats de la vida diària.	
146	inserció laboral	ca	01012021		inserció laboral			inserció laboral		Procés d'incorporació i adaptació d'una persona amb problemes socials, de salut o derivats d'altres circumstàncies al mercat de treball.	NOTA: 1. La inserció laboral de les persones amb un trastorn mental, un trastorn per ús de substàncies o una discapacitat intel·lectual és un procés dificultós, atès que aquestes persones tenen més barreres per accedir al mercat de treball i unes taxes d'ocupació molt més baixes que la resta de la població. NOTA: 2. La inserció laboral de les persones amb un trastorn mental, un trastorn per ús de substàncies o una discapacitat es fomenta, per exemple, a través de la formació ocupacional, del servei prelaboral, del treball amb suport i del treball protegit.
147	inserció social	ca	01012021		inserció social			inserció social		Procés d'incorporació i adaptació d'una persona amb problemes socials, de salut o derivats d'altres circumstàncies a la societat i la comunitat.	NOTA: 1. La inserció social duu les persones a sentir-se valorades i a trobar un lloc reconegut en la societat. NOTA: 2. La inserció social de les persones que tenen una discapacitat per raó d'un trastorn mental, un trastorn per ús de substàncies o una discapacitat intel·lectual es promou a través de les activitats de la vida diària; la millora de la capacitat de relacionar-se, de tenir cura de la salut, d'afrontar situacions adverses o de molt estrès i de treballar i tenir una ocupació significativa; l'accés als serveis sanitaris, socials i altres serveis, i la gestió de l'oci i el temps lliure. NOTA: 3. La inserció social en l'àmbit de la salut mental es promou específicament a través dels serveis de rehabilitació comunitària, si bé aquesta funció ha de formar part de totes les estratègies terapèutiques en qualsevol dispositiu.
148	institucionalització	ca	01012021		institucionalització			institucionalització		Fet de fer entrar una persona amb un trastorn mental en un hospital psiquiàtric o un centre residencial tancat, generalment per un període de temps llarg o de manera permanent.	NOTA: Històricament, la institucionalització ha estat la manera clàssica en què la societat occidental, mancada d'instruments terapèutics eficaços, ha tractat allò que entenia com a bogeria. Pel que fa al vessant més sociològic, en l'àmbit de l'assistència psiquiàtrica, el terme institucionalització s'ha aplicat al control social sobre una persona de manera coercitiva a través del manicomi.
149	institucionalització2	ca	01012021		institucionalització2			institucionalització2		Estada d'una persona amb un trastorn mental en un hospital psiquiàtric o un centre residencial tancat, generalment per un període de temps llarg o de manera permanent.	
150	integració social	ca	01012021		integració social			integració social		Promoció d'una sèrie de canvis personals i en la comunitat per a fomentar la participació en la societat i aconseguir la plena inclusió social.	NOTA: 1. La integració social és una de les dificultats que tenen les persones amb un trastorn mental o un trastorn per ús de substàncies en la rehabilitació i la reinserció, agreujada per l'estigma i la discriminació. NOTA: 2. La integració social permet conviure amb harmonia i de manera cohesionada en el si de la comunitat i participar-hi sense ser objecte de marginació ni discriminació.
151	integrador social | integradora social ||| tècnic d'integració social | tècnica d'integració social	ca	01012021		integrador social | integradora social ||| tècnic d'integració social | tècnica d'integració social			integrador social | integradora social	tècnic d'integració social | tècnica d'integració social	Professional amb formació i competències específiques en integració social que duu a terme intervencions socioeducatives dirigides a acompanyar una persona amb un trastorn mental o una addició greus i persistents en el seu procés d'inclusió comunitària i a prevenir i millorar les situacions d'exclusió social en què pugui veure's immersa.	NOTA: L'integrador social o la integradora social desenvolupa la seva activitat socioeducativa en el marc d'un equip de salut mental, principalment en el camp de la rehabilitació.
152	internament	ca	01012021		internament			internament		Confinament hospitalari imposat a una persona per motius psiquiàtrics de gravetat i en absència de competència, que implica la limitació i el control dels seus moviments.	NOTA: L'internament requereix una autorització judicial i periòdicament el personal facultatiu ha d'informar el tribunal si cal mantenir-lo.
153	intervenció	ca	01012021		intervenció			intervenció		Actuació que es duu a terme amb finalitats diagnòstiques, terapèutiques o de prevenció per a millorar l'estat de salut d'una persona.	NOTA: Són formes d'intervenció la intervenció comunitària, la intervenció domiciliària, la intervenció en crisi, la intervenció familiar, la intervenció grupal, la intervenció precoç, la intervenció psicosocial, la intervenció social i la intervenció terapèutica.
154	intervenció comunitària	ca	01012021		intervenció comunitària			intervenció comunitària		Intervenció professional que es duu a terme en l'àmbit comunitari, la qual té per objectiu avaluar l'entorn d'una persona amb un trastorn mental o una addicció, millorar les seves relacions i la seva xarxa de suport i actuar sobre els obstacles socials que contribueixen a la seva discapacitat.	NOTA: 1. La intervenció comunitària permet reduir el risc social per a les persones amb un trastorn mental o un trastorn per ús de substàncies i l'estrès dels cuidadors i les cuidadores. NOTA: 2. La intervenció comunitària és clau en les estratègies de prevenció i de sensibilització social. NOTA: 3. La intervenció comunitària la pot dur a terme qualsevol professional dels serveis d'atenció a la salut mental i a les addiccions.
155	intervenció domiciliària	ca	01012021		intervenció domiciliària			intervenció domiciliària		Intervenció professional que es duu a terme al domicili d'una persona amb un trastorn mental, la qual té per objectiu tractar-la, motivar-la a adherir-se al tractament, evitar el seu aïllament social i detectar problemes i factors de risc in situ.	NOTA: 1. La intervenció domiciliària pot formar part d'una estratègia d'intervenció en crisi. NOTA: 2. La intervenció domiciliària la duu a terme, principalment, un equip de professionals de la infermeria, la psiquiatria i el treball social.
156	intervenció en crisi	ca	01012021		intervenció en crisi			intervenció en crisi		Intervenció professional de caràcter psiquiàtric, psicològic, social o d'infermeria, immediata i de curta durada, que té per objectiu evitar una situació de crisi, o intervenir-hi en una fase inicial, i prevenir una hospitalització psiquiàtrica no planificada, amb el suport de la xarxa social i la família de la persona afectada.	NOTA: 1. La intervenció en crisi es pot dur a terme al domicili de la persona afectada, en un centre de salut mental o un centre d'atenció i seguiment d'addicions, o en un servei d'urgències. Es basa en un abordatge multidisciplinari i permet, per exemple, reduir el risc d'una desestabilització clínica més greu o d'un trauma. NOTA: 2. La intervenció en crisi la duu a terme, principalment, un equip de professionals de la infermeria, la psiquiatria, la psicologia clínica i el treball social.
157	intervenció familiar	ca	01012021		intervenció familiar			intervenció familiar		Intervenció professional dirigida a la família d'una persona amb un trastorn mental o una addicció que té per objectiu informar-la i formar-la sobre el trastorn i les tècniques per a afrontar-lo i promoure la psicoteràpia familiar.	NOTA: 1. La intervenció familiar amb finalitats psicoeducatives pretén posar de manifest la repercussió del trastorn mental o l'addicció en el nucli de convivència, assessorar la família sobre les actituds i les conductes més adequades, millorar la relació familiar i reduir possibles tensions, per exemple. NOTA: 2. La intervenció familiar amb finalitats psicoterapèutiques situa la família com a subjecte del conflicte relacionat amb el trastorn mental o l'addicció de la persona afectada i, mitjançant tècniques de psicoteràpia, procura que prengui consciència del seu funcionament i que pugui introduir canvis saludables en les seves dinàmiques. NOTA: 3. La intervenció familiar la duu a terme, principalment, un equip de professionals de la psicologia i el treball social.
158	intervenció grupal	ca	01012021		intervenció grupal			intervenció grupal		Intervenció professional que es duu a terme en el si d'un grup de persones amb un trastorn mental o una addicció, la qual té per objectiu afavorir la seva relació amb la família i la comunitat i oferir suport psicoterapèutic a través de tècniques de rehabilitació i de sessions de treball en grup	NOTA: 1. En les intervencions grupals es procura que la persona prengui consciència dels seus conflictes a través del coneixement del seu rol en el grup i que pugui introduir els canvis necessaris en la seva dinàmica personal. NOTA: 2. La intervenció grupal la duu a terme, principalment, un equip de professionals de la infermeria i la psicologia clínica. NOTA: 3. La intervenció grupal comprèn, entre altres, el club social, els grups d'ajuda mútua, els grups psicoeducatius i les psicoteràpies de grup.
159	intervenció precoç ||| intervenció primerenca	ca	01012021		intervenció precoç ||| intervenció primerenca			intervenció precoç	intervenció primerenca	Intervenció professional que té per objectiu detectar els primers signes d'un trastorn mental o d'una addicció per evitar-ne l'impacte o les conseqüències més greus, la qual permet escurçar-ne el període de recuperació i rehabilitació.	NOTA: 1. La intervenció precoç es basa en la detecció precoç i en el diagnòstic precoç i és especialment transcendent en el cas d'infants i adolescents. NOTA: 2. La intervenció precoç la duu a terme, principalment, un equip de professionals de la psiquiatria.
160	intervenció psicosocial	ca	01012021		intervenció psicosocial			intervenció psicosocial		Intervenció professional que té per objectiu millorar el funcionament social d'una persona amb un trastorn mental o una addicció, especialment si es troba en situació de vulnerabilitat social, incidint, alhora, en les barreres de l'entorn que generen discapacitat.	NOTA: 1. La intervenció psicosocial es basa en un abordatge multidisciplinari. NOTA: 2. La intervenció psicosocial la duu a terme, principalment, un equip de professionals de l'educació social, la psicologia, la teràpia ocupacional i el treball social. NOTA: 3. Són exemples d'intervenció psicosocial l'ajuda en la inserció social, la rehabilitació o el suport entre iguals.
161	intervenció social	ca	01012021		intervenció social			intervenció social		Intervenció professional que té per objectiu prevenir, modificar o resoldre una situació de risc social o de vulnerabilitat social que afecta una persona o un col·lectiu amb un trastorn mental o una addicció per mitjà d'actuacions en relació amb les seves necessitats psicosocials i del suport a l'entorn familiar.	NOTA: 1. La intervenció social inclou, per exemple, l'anàlisi de la xarxa de suport i l'atenció a la família de la persona atesa, el reforç de les capacitats personals com a eina per a millorar l'autoestima i prevenir l'exclusió social o el seguiment en el procés d'integració social. Així mateix, pretén satisfer la demanda d'informació sobre el problema de salut i d'assessorament sobre recursos sociosanitaris o aspectes legals, laborals i educatius. NOTA: 2. La intervenció social la duu a terme, principalment, un equip de professionals del treball social, sovint en coordinació amb els serveis socials de la comunitat.
162	intervenció terapèutica	ca	01012021		intervenció terapèutica			intervenció terapèutica		Intervenció professional que té per objectiu tractar un trastorn mental o una addicció per alleujar-ne els símptomes, estabilitzar la situació clínica de la persona afectada, afavorir la seva consciència de malaltia, fomentar la seva autonomia i millorar la seva integració social i familiar.	NOTA: 1. La intervenció terapèutica també s'orienta, de manera complementària, a la prevenció, la identificació de factors de risc i l'assessorament. NOTA: 2. La intervenció terapèutica la duu a terme, principalment, un equip de professionals de la infermeria, la psicologia clínica i la psiquiatria.
163	llar amb suport ||| pis protegit ||| llar amb servei de suport	ca	01012021		llar amb suport ||| pis protegit ||| llar amb servei de suport			llar amb suport	pis protegit ||| llar amb servei de suport	Servei d'acolliment residencial consistent en un habitatge compartit, integrat en la comunitat, per a persones amb un trastorn mental greu i persistent amb un bon nivell d'autonomia però amb circumstàncies personals, socials o familiars que fan que necessitin suport extern intermitent per a desenvolupar les activitats de la vida diària o per a seguir el seu procés de rehabilitació i inserció social.	NOTA: 1. La llar amb suport té per objectiu afavorir la integració social i la inclusió comunitària de les persones que hi resideixen. NOTA: 2. La llar amb suport compta, principalment, amb un equip de professionals de l'educació social i el treball social.
164	llar residència	ca	01012021		llar residència			llar residència		Servei d'acolliment residencial consistent en un habitatge amb serveis comuns per a persones amb un trastorn mental greu i persistent i problemàtica social greu a causa del trastorn que tenen força autonomia personal però que necessiten un cert suport i atenció personal.	NOTA: 1. La llar residència té per objectiu afavorir la integració social i la inclusió comunitària de les persones que hi resideixen. NOTA: 2. La llar residència compta, principalment, amb un equip de professionals de la psiquiatria, la psicologia, l'educació social i el treball social.
165	marginació	ca	01012021		marginació			marginació		Fenomen, basat en la discriminació, pel qual una persona queda relegada, al marge de la societat, un grup o una activitat, i privada de les condicions mínimes necessàries per a un bon desenvolupament personal.	NOTA: La marginació suposa un fracàs de la integració social i és un dels riscos més greus que poden afectar les persones amb un trastorn mental o un trastorn per ús de substàncies.
166	marginalitat	ca	01012021		marginalitat			marginalitat		Situació d'una persona que es troba en estat d'exclusió social, derivada de la marginació.	
167	medicalització	ca	01012021		medicalització			medicalització		Procés pel qual situacions i condicions pròpies del cicle de la vida i del fet de viure en societat es converteixen en quadres patològics que es pretenen resoldre per mitjà de la medicina.	NOTA: 1. De manera general, actualment poden ser objecte de medicalització les etapes de la vida (adolescència, envelliment, final de la vida), les fases del procés reproductiu (embaràs, part, menopausa), la infelicitat (angoixa, dol), els problemes adaptatius socials (atur, problemes econòmics) o bé factors de risc que han passat a ser considerats malalties (osteoporosi, colesterol). NOTA: 2. La medicalització dels problemes de salut mental sovint té una connotació positiva en tant que serveix per a atenuar l'estigma de les persones que en pateixen un. Tanmateix, també pot causar un excés de prescripció de psicofàrmacs, sense tenir en compte els seus efectes iatrogènics.
168	mesura restrictiva ||| mesura coercitiva	ca	01012021		mesura restrictiva ||| mesura coercitiva			mesura restrictiva	mesura coercitiva	Procediment excepcional que limita temporalment l'autonomia i la llibertat d'una persona amb un trastorn mental o cognitiu que disminueix o anul·la la seva competència per a decidir, utilitzat sense el seu consentiment amb l'objectiu d'evitar un risc imminent per a la seva seguretat, per a l'entorn o per a altres persones o de possibilitar el tractament.	NOTA: 1. Les mesures restrictives poden suposar una amenaça per als drets de les persones. Per això, actualment hi ha la consciència que cal una reducció dràstica d'aquestes pràctiques. Així, doncs, no s'haurien de dur a terme si no s'han exhaurit altres alternatives, com ara la contenció verbal o el suport psicològic. Les mesures restrictives s'han de regular tant externament com internament i s'han de basar en la necessitat i en la proporcionalitat. Per tant, quan s'apliquen, han d'estar fonamentades en l'evitació d'un dany molt probable, greu i imminent i s'han de limitar al temps mínim necessari. D'entre les diverses mesures, convé aplicar la menys restrictiva i sempre que sigui possible cal optar per la contenció zero. NOTA: 2. Les mesures restrictives són objecte de debat entre les persones afectades, el conjunt de professionals de la salut i la judicatura. La Convenció Internacional sobre els Drets de les Persones amb Discapacitat de l'Organització de les Nacions Unides (Nova York, 2006), per exemple, s'hi manifesta en contra. NOTA: 3. Són mesures restrictives l'aïllament, la contenció farmacològica, la contenció física, la contenció mecànica, l'hospitalització involuntària i el tractament ambulatori involuntari.
169	model biopsicosocial	ca	01012021		model biopsicosocial			model biopsicosocial		Model d'enfocament holístic de l'estat de salut d'una persona, segons el qual el benestar depèn de factors biològics, psicològics i socials, que té en compte la connexió entre el cos, la ment i el context per a tractar la discapacitat i els problemes de salut mental.	
170	modificació de la capacitat ||| incapacitació ||| incapacitació judicial	ca	01012021		modificació de la capacitat ||| incapacitació ||| incapacitació judicial			modificació de la capacitat	incapacitació ||| incapacitació judicial	Figura jurídica per la qual es declara que una persona no pot governar-se per si mateixa com a conseqüència d'una discapacitat originada per un trastorn mental greu, un trastorn cognitiu o una discapacitat intel·lectual, i es determinen, per sentència, l'extensió i els límits d'aquells aspectes de la seva vida pels quals necessita ser protegida, sigui substituint la seva capacitat d'obrar o complementant-la.	NOTA: 1. La modificació de la capacitat pot ser total o parcial. En alguns casos, poc freqüents, es pot revocar mitjançant un procés de reintegració de la capacitat o recapacitació. NOTA: 2. La modificació de la capacitat pot implicar la substitució total de la voluntat de la persona per a aquells actes que s'hagin determinat en la sentència judicial. Per aquest motiu, actualment, d'acord amb la Convenció Internacional sobre els Drets de les Persones amb Discapacitat de l'Organització de les Nacions Unides (Nova York, 2006), es considera que aquesta figura s'hauria de derogar, ja que no s'hauria de negar la capacitat d'obrar de les persones amb discapacitat, sinó que se'ls hauria de procurar el suport necessari perquè la puguin exercir de manera plena. NOTA: 3. La modificació de la capacitat implica el nomenament d'un curador o una curadora o d'un tutor o una tutora, segons si és parcial o total, respectivament. També hi ha la possibilitat de designar una fundació tutelar. NOTA: 4. Les denominacions incapacitació i incapacitació judicial, que són les formes que s'han utilitzat tradicionalment, s'han substituït per modificació de la capacitat, d'acord amb el paradigma de la Convenció Internacional sobre els Drets de les Persones amb Discapacitat de l'Organització de les Nacions Unides (Nova York, 2006). D'aquesta manera es vol donar una perspectiva positiva de la persona amb discapacitat, que és definida a partir de les seves capacitats i no per les seves incapacitats. Així mateix, es pretén evitar que la seva situació es cronifiqui, posant en relleu la reversibilitat del procés. Es passa, doncs, de substituir la persona en la presa de decisions a oferir-li els suports que necessiti en cada moment.
171	modificació parcial de la capacitat ||| incapacitació parcial	ca	01012021		modificació parcial de la capacitat ||| incapacitació parcial			modificació parcial de la capacitat	incapacitació parcial	Modificació de la capacitat que té lloc quan una persona no pot governar-se per si mateixa en determinats actes.	NOTA: 1. La modificació parcial de la capacitat afecta àrees de la vida concretes, com ara la cura de la salut o la protecció del patrimoni. NOTA: 2. La modificació parcial de la capacitat comporta la institució de la curatela o la tutela.
172	modificació total de la capacitat ||| incapacitació total	ca	01012021		modificació total de la capacitat ||| incapacitació total			modificació total de la capacitat	incapacitació total	Modificació de la capacitat que té lloc quan una persona no pot governar-se per si mateixa en cap acte.	NOTA: La modificació total de la capacitat comporta la institució de la tutela.
173	necessitat ||| necessitat d'atenció	ca	01012021		necessitat ||| necessitat d'atenció			necessitat	necessitat d'atenció	Requeriment d'atenció d'una persona a causa de mancances socials, culturals, ambientals o sanitàries que disminueixen la seva autonomia i limiten la seva capacitat de gaudir de bona salut i benestar.	NOTA: En termes de necessitat, les persones amb problemes de salut mental tenen més dificultats a l'hora de percebre la naturalesa del seu problema i orientar la demanda d'ajuda que les persones amb un problema de salut en general. A més, s'hi afegeix l'actitud d'incomprensió o rebuig de l'entorn envers els trastorns mentals i el consum de substàncies. En conseqüència hi ha persones que pateixen un problema de salut mental però que no acudeixen a cap professional de la salut per demanar atenció.
174	pacient crònic | pacient crònica	ca	01012021		pacient crònic | pacient crònica			pacient crònic | pacient crònica		Persona amb un trastorn mental d'una durada de més de dos anys, sigui de manera continuada o en forma de crisis	
175	pacient crònic complex | pacient crònica complexa ||| PCC	ca	01012021		pacient crònic complex | pacient crònica complexa ||| PCC			pacient crònic complex | pacient crònica complexa	PCC	Pacient crònic amb una situació de complexitat.	
176	pacient expert | pacient experta	ca	01012021		pacient expert | pacient experta			pacient expert | pacient experta		Persona amb un problema de salut mental de llarga durada que és capaç de responsabilitzar-se del seu trastorn i tenir-ne autocura, identificant els símptomes i afrontant-los, i adquirint eines per a gestionar-ne l'impacte físic, psíquic i social, de manera que hi pot conviure i pot millorar la seva qualitat de vida relacionada amb la salut.	NOTA: El pacient expert o la pacient experta pot tenir la capacitat de sensibilitzar altres pacients i transmetre'ls l'expertesa adquirida, per exemple fent tasques docents i d'acompanyament, formació i entrenament a altres persones amb el mateix trastorn mental, de manera voluntària i en col·laboració amb els equips de professionals de la salut mental. Així mateix, contribueix a les bones pràctiques en l'atenció a la salut mental i a les addiccions. En el marc d'un grup de suport entre iguals, és una persona seleccionada per l'equip de professionals, que lidera l'aprenentatge i es converteix en exemple i referent per a la resta de participants. També pot contribuir en l'assistència, la gestió i la planificació en àmbits relacionats amb el seu trastorn. Amb el temps, aquesta persona pot acabar adquirint un rol professional i incorporar-se als equips assistencials. Amb aquesta finalitat rep una formació complementària, que la capacita per a dur a terme intervencions autònomes o en col·laboració amb la resta de professionals.
177	patrimoni protegit	ca	01012021		patrimoni protegit			patrimoni protegit		Figura jurídica de suport i protecció de la capacitat d'obrar que té per objecte permetre l'afectació d'uns béns determinats i del rendiment que se'n pugui obtenir per satisfer les necessitats vitals d'una persona amb discapacitat o dependència.	NOTA: El patrimoni protegit es formalitza a través d'una escriptura pública.
178	peritatge	ca	01012021		peritatge			peritatge		Avaluació de la relació entre l'estat mental d'una persona i un fet objecte de valoració jurídica en el marc d'un procediment judicial amb l'objectiu d'assessorar les persones que hi intervenen de cara a la presa d'una decisió.	NOTA: El peritatge, que es detalla en un informe psicològic o psiquiàtric, pot ser necessari en situacions molt diverses, per exemple a l'hora de determinar la imputabilitat d'un delicte greu o, en casos de separació en què cal establir un règim de custòdia, a l'hora de determinar l'estat mental dels progenitors.
179	persona amb necessitats d'atenció social complexes ||| PNASC	ca	01012021		persona amb necessitats d'atenció social complexes ||| PNASC			persona amb necessitats d'atenció social complexes	PNASC	Persona amb necessitats d'atenció social que ocasionen una situació de complexitat.	
180	pis de reinserció	ca	01012021		pis de reinserció			pis de reinserció		Servei residencial de règim obert i d'estada limitada consistent en un habitatge compartit per a persones en tractament per trastorns per ús de substàncies i en situació d'abstinència però amb un entorn sociofamiliar inexistent o desfavorable per al seu procés assistencial.	NOTA: 1. Els pisos de reinserció tenen per objectiu fomentar la responsabilitat i l'autonomia de les persones que hi resideixen, a més de consolidar les seves habilitats socials. NOTA: 2. Els pisos de reinserció es troben en un entorn comunitari per afavorir la integració social de les persones que hi resideixen. NOTA: 3. Els pisos de reinserció s'ofereixen en coordinació amb els centres d'atenció i seguiment d'addiccions
181	pla de cures infermeres ||| pla d'atenció d'infermeria ||| pla de cures	ca	01012021		pla de cures infermeres ||| pla d'atenció d'infermeria ||| pla de cures			pla de cures infermeres	pla d'atenció d'infermeria ||| pla de cures	Conjunt d'activitats planificades d'atenció d'infermeria que cal proporcionar a una persona amb un trastorn mental, generalment greu, i dels resultats previstos.	NOTA: 1. Hi ha dos tipus principals de plans de cures infermeres: els plans de cures infermeres individualitzats, dirigits a una persona o a un grup en concret, i els plans de cures infermeres estandarditzats, dirigits a les situacions previsibles o que es tracten amb més freqüència en una unitat. Quan el pla de cures infermeres estandarditzat s'aplica a una persona o a un grup, ha de ser individualitzat. NOTA: 2. El pla de cures infermeres es posa per escrit en un document que forma part del pla terapèutic.
182	pla de suport individualitzat ||| pla de serveis individualitzat ||| PSI	ca	01012021		pla de suport individualitzat ||| pla de serveis individualitzat ||| PSI			pla de suport individualitzat	pla de serveis individualitzat ||| PSI	Instrument d'organització i de gestió de casos personalitzat per a persones amb un trastorn mental greu i persistent amb risc de desvinculació assistencial, que estableix les necessitats i les capacitats de cada persona, els objectius terapèutics i de rehabilitació, les intervencions, els serveis sanitaris i els serveis socials necessaris i la durada d'ús d'aquests serveis des d'una perspectiva d'atenció comunitària.	NOTA: 1. El pla de suport individualitzat té com a objectiu principal adaptar els serveis sanitaris i els serveis socials a les necessitats concretes de cada persona per a aconseguir la màxima recuperació i consolidar la continuïtat assistencial. La intervenció és proactiva i propera a l'entorn de la persona atesa i la seva família. En aquest sentit, el pla de suport individualitzat és una eina per a prevenir la desvinculació de les persones que tenen dificultats per seguir el pla terapèutic i utilitzar els serveis de la xarxa assistencial. Així mateix, per mitjà del pla de suport individualitzat es coordinen les accions de prevenció, tractament, rehabilitació i suport i es comparteixen les informacions amb la persona atesa, la seva família i el conjunt de professionals que l'atén. NOTA: 2. El pla de suport individualitzat compta, principalment, amb un equip de professionals de la infermeria de salut mental, l'educació social, la teràpia ocupacional i el treball social. NOTA: 3. La denominació pla de suport individualitzat ha substituït pla de serveis individualitzat.
183	pla terapèutic ||| pla terapèutic individualitzat	ca	01012021		pla terapèutic ||| pla terapèutic individualitzat			pla terapèutic	pla terapèutic individualitzat	Document del procés terapèutic en què es defineixen les teràpies i els tractaments que cal proporcionar, l'àmbit on es duran a terme i els resultats que es pretenen assolir a curt, mitjà i llarg termini, segons el diagnòstic psiquiàtric i les necessitats físiques, psíquiques i socials de la persona atesa i amb la seva participació i la de la seva família.	NOTA: 1. El pla terapèutic té com a objectiu general facilitar la reinserció de les persones amb un trastorn mental greu i persistent, promovent, per exemple, l'autocura i l'autonomia. NOTA: 2. El pla terapèutic segueix un abordatge interdisciplinari i s'elabora a partir d'una decisió compartida per afavorir el compliment del tractament.
184	planificació centrada en la persona ||| PCP	ca	01012021		planificació centrada en la persona ||| PCP			planificació centrada en la persona	PCP	Planificació de les intervencions amb la persona atesa i el seu entorn, d'acord amb el model d'atenció centrada en la persona i segons el projecte de vida de cada persona, basada en l'escolta activa, en una comunicació oberta i en la presa de decisions compartides.	NOTA: 1. La planificació centrada en la persona requereix l'ajuda de la xarxa de suport i la màxima informació i orientació professionals per poder garantir l'autodeterminació, fomentar les capacitats i l'empoderament i millorar la qualitat de vida de la persona atesa. NOTA: 2. La planificació centrada en la persona inclou la redacció consensuada del pla terapèutic i la planificació de decisions anticipades de comú acord. NOTA: 3. La planificació centrada en la persona és un model de referència en l'assistència a les persones amb trastorns mentals, que s'implanta, també, de manera generalitzada en l'assistència a les persones amb discapacitat intel·lectual.
185	planificació de decisions anticipades ||| PDA	ca	01012021		planificació de decisions anticipades ||| PDA			planificació de decisions anticipades	PDA	Procés estructurat i continuat d'informació, comunicació, reflexió i deliberació en què s'identifiquen els valors i les preferències d'una persona, amb la participació del conjunt de professionals que l'atén i la família, per a preveure i pactar amb antelació els objectius d'atenció i els recursos que es necessitaran per a atendre-la i establir un pla terapèutic per a quan no pugui expressar la seva voluntat.	NOTA: 1. La planificació de decisions anticipades es va introduint en l'àmbit de l'atenció a la salut mental i a les addiccions pels valors que aporta, ja que promou l'empoderament i permet millorar l'atenció centrada en la persona, la satisfacció de la persona atesa i del seu entorn i la continuïtat assistencial, a més d'optimitzar l'assistència. NOTA: 2. La planificació de decisions anticipades es formalitza en un document que inclou, per exemple, les situacions que donarien lloc a l'aplicació de les decisions anticipades; símptomes i signes d'alerta; actuacions que fan sentir bé la persona o que l'ajuden a sentir-se bé; persones a qui avisar en cas d'una situació crítica; preferències sobre les visites en cas d'hospitalització; preferències relacionades amb la medicació, les actuacions terapèutiques, l'ús de mesures restrictives i el personal sanitari; informació sobre hàbits personals, o la designació de representants. NOTA: 3. La planificació de decisions anticipades és una estratègia d'atenció basada en les decisions compartides. Queda reflectida en la història clínica i pot incloure un document de voluntats anticipades.
186	població de risc ||| població vulnerable	ca	01012021		població de risc ||| població vulnerable			població de risc	població vulnerable	Grup de persones que tenen una probabilitat alta de desenvolupar un problema social o de salut mental, a causa d'un o diversos factors de risc.	NOTA: Constitueixen població de risc les persones que han estat víctimes de violència en l'àmbit familiar o l'àmbit de la parella, les persones que han patit abusos sexuals, les persones grans amb problemes de salut crònics, les persones sense llar o en situació de marginalitat o els infants que han estat objecte d'assetjament escolar, per exemple.
187	poder preventiu	ca	01012021		poder preventiu			poder preventiu		Figura jurídica de suport i protecció de la capacitat d'obrar per la qual una persona en designa una altra perquè la representi i defensi els seus interessos en cas de perdre la capacitat de manifestar la seva voluntat.	NOTA: 1. El poder preventiu s'atorga mitjançant un document notarial i es pot anul·lar o revocar en qualsevol moment. NOTA: 2. El poder preventiu permet, per exemple, gestionar el patrimoni de la persona afectada sense haver de recórrer a la modificació de la capacitat. NOTA: 3. El poder preventiu es pot complementar amb un document de voluntats anticipades.
188	prescripció social ||| derivació a la comunitat ||| recomanació d'actius	ca	01012021		prescripció social ||| derivació a la comunitat ||| recomanació d'actius			prescripció social	derivació a la comunitat ||| recomanació d'actius	Mitjà pel qual professionals de la salut, sobretot de l'atenció primària, o del treball social i persones ateses, sovint amb risc d'aïllament social, identifiquen conjuntament activitats comunitàries en l'entorn local on poder participar per a millorar la salut mental i la qualitat de vida, de manera alternativa o complementària als tractaments mèdics habituals.	NOTA: 1. La prescripció social, basada en el model biopsicosocial, és una eina de prevenció i de promoció de la salut mental, que ajuda a mantenir un estil de vida actiu i saludable, fomenta la resiliència i contribueix a ampliar la xarxa de suport de les persones i a millorar el seu benestar emocional. NOTA: 2. En la prescripció social es poden aconsellar activitats diverses, de caire lúdic, cultural o esportiu, entre altres, que formen part de l'oferta d'una comunitat determinada, d'un barri o d'un municipi.
189	prevenció ||| prevenció per a la salut	ca	01012021		prevenció ||| prevenció per a la salut			prevenció	prevenció per a la salut	Conjunt d'actuacions orientades a evitar, minimitzar o erradicar un trastorn mental, un trastorn per ús de substàncies o una addicció i l'impacte que té en la persona afectada i el seu entorn a través de la reducció dels factors de risc i la promoció dels factors de protecció.	NOTA: 1. La prevenció en salut mental es pot dur a terme en diferents àmbits, etapes de la vida o circumstàncies, com ara en les esferes familiar, escolar o laboral, l'etapa perinatal, l'envelliment, el suïcidi o la depressió. NOTA: 2. La prevenció és especialment rellevant en la població de risc. Idealment, hauria de ser prioritària en la salut pública, atesa la freqüència elevada amb què es donen els trastorns mentals, els trastorns per ús de substàncies i les addiccions i l'estreta relació que mantenen amb les condicions i els estils de vida. NOTA: 3. Segons l'objectiu final, la prevenció es classifica en prevenció primària, prevenció secundària i prevenció terciària.
